iter	Passed	Remaining
679	7950	108970
680	7960	108936
681	7971	108908
682	7982	108890
683	7992	108852
684	8002	108818
685	8012	108789
686	8022	108752
687	8033	108729
688	8044	108706
689	8054	108681
690	8065	108659
691	8075	108623
692	8086	108602
693	8097	108584
694	8108	108559
695	8118	108530
696	8130	108519
697	8141	108497
698	8151	108467
699	8163	108453
700	8173	108420
701	8183	108393
702	8195	108386
703	8206	108359
704	8216	108328
705	8228	108327
706	8240	108310
707	8250	108284
708	8261	108261
709	8273	108252
710	8286	108256
711	8298	108250
712	8312	108268
713	8324	108268
714	8334	108235
715	8346	108223
716	8357	108201
717	8367	108172
718	8380	108175
719	8392	108170
720	8404	108157
721	8414	108131
722	8427	108132
723	8438	108121
724	8448	108087
725	8460	108070
726	8470	108039
727	8480	108015
728	8492	107998
729	8502	107967
730	8512	107933
731	8523	107912
732	8532	107878
733	8545	107882
734	8557	107867
735	8568	107856
736	8579	107833
737	8590	107817
738	8601	107788
739	8611	107763
740	8622	107739
741	8633	107725
742	8644	107699
743	8655	107676
744	8665	107647
745	8676	107634
746	8687	107614
747	8698	107587
748	8708	107563
749	8718	107533
750	8729	107505
751	8740	107493
752	8751	107470
753	8761	107441
754	8772	107424
755	8783	107405
756	8794	107376
757	8806	107368
758	8816	107342
759	8826	107312
760	8838	107300
761	8848	107275
762	8859	107257
763	8870	107237
764	8881	107217
765	8892	107202
766	8904	107191
767	8914	107164
768	8924	107134
769	8938	107143
770	8949	107127
771	8960	107110
772	8972	107099
773	8983	107076
774	8993	107050
775	9004	107030
776	9015	107012
777	9025	106983
778	9036	106969
779	9047	106945
780	9057	106914
781	9068	106892
782	9078	106870
783	9088	106840
784	9101	106836
785	9112	106819
786	9122	106793
787	9134	106787
788	9144	106757
789	9155	106732
790	9166	106718
791	9177	106699
792	9187	106669
793	9198	106648
794	9209	106630
795	9221	106623
796	9232	106609
797	9243	106592
798	9254	106572
799	9266	106560
800	9276	106535
801	9287	106518
802	9298	106502
803	9309	106481
804	9320	106457
805	9331	106441
806	9342	106422
807	9352	106396
808	9365	106400
809	9376	106377
810	9387	106359
811	9399	106362
812	9410	106340
813	9421	106318
814	9433	106316
815	9445	106313
816	9456	106295
817	9467	106277
818	9478	106249
819	9488	106227
820	9499	106206
821	9512	106211
822	9523	106189
823	9533	106164
824	9544	106148
825	9555	106130
826	9565	106102
827	9575	106072
828	9585	106042
829	9596	106029
830	9607	106005
831	9618	105983
832	9630	105980
833	9642	105971
834	9652	105947
835	9664	105937
836	9675	105918
837	9685	105895
838	9696	105874
839	9708	105866
840	9718	105839
841	9729	105823
842	9740	105803
843	9751	105784
844	9761	105764
845	9773	105753
846	9785	105742
847	9796	105725
848	9808	105716
849	9818	105694
850	9829	105678
851	9841	105669
852	9852	105652
853	9862	105626
854	9874	105618
855	9886	105611
856	9897	105588
857	9911	105606
858	9924	105613
859	9935	105592
860	9945	105566
861	9958	105570
862	9971	105578
863	9983	105561
864	9993	105538
865	10005	105527
866	10016	105514
867	10027	105492
868	10038	105476
869	10049	105458
870	10059	105433
871	10069	105406
872	10079	105380
873	10091	105368
874	10101	105344
875	10111	105319
876	10123	105310
877	10135	105302
878	10145	105275
879	10156	105259
880	10167	105238
881	10177	105218
882	10191	105224
883	10202	105206
884	10213	105190
885	10223	105165
886	10235	105154
887	10245	105132
888	10256	105115
889	10267	105094
890	10278	105076
891	10288	105052
892	10300	105045
893	10310	105024
894	10321	105002
895	10337	105040
896	10349	105029
897	10360	105011
898	10371	104991
899	10382	104975
900	10393	104964
901	10404	104939
902	10415	104923
903	10426	104906
904	10436	104886
905	10449	104885
906	10461	104877
907	10471	104858
908	10482	104841
909	10494	104831
910	10505	104816
911	10518	104814
912	10530	104813
913	10541	104796
914	10552	104772
915	10562	104751
916	10574	104737
917	10585	104725
918	10597	104718
919	10609	104712
920	10619	104686
921	10630	104666
922	10641	104649
923	10651	104628
924	10662	104604
925	10672	104585
926	10683	104560
927	10693	104537
928	10704	104518
929	10714	104496
930	10726	104487
931	10736	104465
932	10747	104442
933	10757	104422
934	10768	104401
935	10778	104379
936	10789	104360
937	10799	104335
938	10810	104320
939	10823	104317
940	10834	104302
941	10845	104287
942	10855	104261
943	10867	104258
944	10879	104243
945	10890	104227
946	10901	104218
947	10912	104200
948	10923	104185
949	10934	104162
950	10945	104149
951	10955	104125
952	10966	104110
953	10977	104089
954	10988	104073
955	10999	104057
956	11010	104040
957	11022	104039
958	11033	104019
959	11043	103996
960	11055	103986
961	11066	103968
962	11076	103948
963	11089	103943
964	11099	103921
965	11110	103900
966	11121	103891
967	11132	103872
968	11142	103846
969	11152	103822
970	11163	103803
971	11173	103783
972	11185	103772
973	11196	103755
974	11207	103740
975	11218	103725
976	11228	103697
977	11239	103680
978	11249	103661
979	11260	103639
980	11271	103623
981	11283	103616
982	11294	103600
983	11305	103586
984	11316	103576
985	11327	103555
986	11338	103541
987	11348	103518
988	11359	103500
989	11371	103489
990	11383	103482
991	11394	103470
992	11404	103445
993	11417	103450
994	11429	103441
995	11440	103421
996	11450	103401
997	11461	103384
998	11471	103361
999	11484	103357
1000	11495	103340
1001	11507	103335
1002	11518	103321
1003	11530	103314
1004	11540	103292
1005	11551	103272
1006	11563	103266
1007	11573	103245
1008	11584	103228
1009	11596	103216
1010	11607	103203
1011	11652	103492
1012	11668	103523
1013	11682	103527
1014	11694	103521
1015	11705	103509
1016	11717	103495
1017	11728	103479
1018	11739	103465
1019	11750	103447
1020	11761	103435
1021	11772	103418
1022	11783	103403
1023	11796	103401
1024	11808	103392
1025	11820	103386
1026	11830	103367
1027	11841	103352
1028	11853	103341
1029	11864	103322
1030	11875	103308
1031	11886	103291
1032	11898	103289
1033	11910	103274
1034	11921	103258
1035	11931	103239
1036	11942	103221
1037	11953	103206
1038	11963	103182
1039	11976	103180
1040	11988	103175
1041	11999	103159
1042	12012	103163
1043	12024	103152
1044	12036	103142
1045	12046	103120
1046	12057	103108
1047	12069	103095
1048	12080	103078
1049	12092	103072
1050	12103	103060
1051	12114	103043
1052	12126	103031
1053	12136	103011
1054	12148	103002
1055	12160	102993
1056	12172	102989
1057	12183	102970
1058	12193	102949
1059	12205	102937
1060	12216	102922
1061	12226	102903
1062	12238	102892
1063	12249	102874
1064	12260	102858
1065	12273	102860
1066	12285	102853
1067	12296	102838
1068	12307	102820
1069	12318	102810
1070	12329	102792
1071	12340	102772
1072	12351	102761
1073	12363	102750
1074	12373	102731
1075	12388	102745
1076	12400	102739
1077	12411	102725
1078	12422	102705
1079	12434	102696
1080	12445	102681
1081	12455	102662
1082	12468	102659
1083	12480	102653
1084	12491	102635
1085	12503	102633
1086	12514	102614
1087	12525	102600
1088	12536	102582
1089	12548	102574
1090	12559	102559
1091	12569	102539
1092	12581	102526
1093	12592	102510
1094	12603	102493
1095	12614	102481
1096	12625	102464
1097	12636	102446
1098	12648	102439
1099	12659	102427
1100	12670	102412
1101	12684	102417
1102	12695	102404
1103	12706	102390
1104	12718	102382
1105	12730	102373
1106	12742	102362
1107	12752	102343
1108	12764	102335
1109	12775	102321
1110	12785	102299
1111	12798	102295
1112	12808	102274
1113	12819	102255
1114	12831	102248
1115	12844	102248
1116	12855	102232
1117	12866	102215
1118	12880	102227
1119	12892	102220
1120	12903	102203
1121	12914	102185
1122	12926	102182
1123	12940	102184
1124	12953	102186
1125	12963	102166
1126	12975	102159
1127	12986	102141
1128	12997	102126
1129	13011	102131
1130	13023	102130
1131	13035	102116
1132	13046	102100
1133	13057	102090
1134	13068	102073
1135	13079	102060
1136	13094	102069
1137	13105	102055
1138	13117	102048
1139	13128	102036
1140	13141	102030
1141	13151	102012
1142	13162	101991
1143	13173	101982
1144	13185	101970
1145	13195	101948
1146	13206	101933
1147	13217	101917
1148	13228	101898
1149	13239	101888
1150	13250	101869
1151	13261	101853
1152	13273	101848
1153	13284	101830
1154	13295	101814
1155	13306	101802
1156	13318	101793
1157	13329	101777
1158	13341	101771
1159	13353	101765
1160	13365	101753
1161	13375	101732
1162	13387	101722
1163	13397	101703
1164	13408	101688
1165	13420	101677
1166	13431	101660
1167	13441	101641
1168	13453	101631
1169	13464	101618
1170	13475	101603
1171	13487	101589
1172	13497	101574
1173	13509	101559
1174	13521	101556
1175	13534	101553
1176	13545	101537
1177	13555	101517
1178	13567	101510
1179	13578	101496
1180	13589	101478
1181	13600	101465
1182	13611	101449
1183	13622	101431
1184	13634	101421
1185	13644	101401
1186	13654	101382
1187	13667	101380
1188	13679	101371
1189	13690	101357
1190	13701	101342
1191	13713	101335
1192	13725	101325
1193	13736	101308
1194	13748	101298
1195	13759	101283
1196	13769	101263
1197	13780	101250
1198	13791	101231
1199	13801	101211
1200	13813	101202
1201	13824	101189
1202	13836	101177
1203	13848	101168
1204	13859	101155
1205	13870	101139
1206	13882	101135
1207	13894	101127
1208	13906	101121
1209	13917	101104
1210	13929	101093
1211	13940	101081
1212	13952	101071
1213	13963	101057
1214	13976	101056
1215	13987	101040
1216	13998	101022
1217	14010	101018
1218	14022	101012
1219	14034	101000
1220	14046	100992
1221	14057	100978
1222	14069	100967
1223	14080	100958
1224	14091	100943
1225	14103	100935
1226	14114	100917
1227	14126	100909
1228	14137	100896
1229	14148	100876
1230	14159	100867
1231	14171	100859
1232	14182	100840
1233	14193	100823
1234	14204	100809
1235	14214	100791
1236	14226	100780
1237	14238	100772
1238	14249	100757
1239	14260	100746
1240	14272	100738
1241	14283	100723
1242	14294	100706
1243	14306	100696
1244	14317	100684
1245	14328	100666
1246	14338	100648
1247	14350	100636
1248	14363	100633
1249	14375	100631
1250	14386	100616
1251	14397	100601
1252	14409	100587
1253	14421	100579
1254	14432	100565
1255	14442	100548
1256	14455	100541
1257	14466	100528
1258	14476	100509
1259	14487	100495
1260	14499	100484
1261	14509	100466
1262	14521	100456
1263	14535	100458
1264	14546	100444
1265	14557	100429
1266	14569	100420
1267	14580	100407
1268	14590	100388
1269	14602	100376
1270	14612	100358
1271	14623	100344
1272	14635	100333
1273	14646	100315
1274	14656	100296
1275	14668	100290
1276	14679	100274
1277	14690	100257
1278	14701	100242
1279	14711	100224
1280	14722	100205
1281	14733	100191
1282	14744	100175
1283	14754	100156
1284	14769	100166
1285	14779	100148
1286	14790	100134
1287	14802	100122
1288	14814	100114
1289	14826	100105
1290	14836	100089
1291	14849	100082
1292	14860	100067
1293	14870	100050
1294	14882	100040
1295	14894	100030
1296	14907	100029
1297	14918	100014
1298	14930	100010
1299	14942	99999
1300	14953	99984
1301	14965	99975
1302	14975	99956
1303	14986	99937
1304	14998	99931
1305	15010	99924
1306	15021	99907
1307	15033	99898
1308	15047	99909
1309	15060	99905
1310	15071	99890
1311	15081	99870
1312	15093	99862
1313	15105	99852
1314	15116	99838
1315	15128	99828
1316	15139	99816
1317	15150	99798
1318	15164	99806
1319	15176	99795
1320	15187	99783
1321	15198	99767
1322	15210	99756
1323	15221	99741
1324	15232	99727
1325	15244	99720
1326	15255	99704
1327	15265	99685
1328	15276	99670
1329	15287	99655
1330	15298	99640
1331	15310	99634
1332	15322	99626
1333	15333	99610
1334	15344	99596
1335	15355	99579
1336	15365	99560
1337	15376	99542
1338	15387	99531
1339	15398	99516
1340	15409	99503
1341	15422	99497
1342	15433	99483
1343	15445	99476
1344	15456	99464
1345	15468	99452
1346	15478	99434
1347	15490	99422
1348	15501	99406
1349	15511	99390
1350	15523	99378
1351	15533	99361
1352	15543	99339
1353	15556	99337
1354	15567	99324
1355	15580	99319
1356	15591	99306
1357	15603	99295
1358	15614	99283
1359	15625	99264
1360	15636	99254
1361	15648	99242
1362	15659	99228
1363	15669	99209
1364	15681	99200
1365	15692	99184
1366	15703	99171
1367	15716	99167
1368	15726	99150
1369	15738	99138
1370	15749	99128
1371	15760	99110
1372	15770	99093
1373	15782	99081
1374	15793	99067
1375	15805	99061
1376	15819	99065
1377	15830	99051
1378	15843	99045
1379	15856	99042
1380	15868	99037
1381	15881	99033
1382	15892	99021
1383	15903	99005
1384	15915	98998
1385	15927	98988
1386	15938	98974
1387	15952	98981
1388	15966	98984
1389	15980	98989
1390	15994	98989
1391	16007	98986
1392	16019	98981
1393	16033	98982
1394	16046	98981
1395	16058	98975
1396	16071	98969
1397	16082	98956
1398	16095	98956
1399	16108	98955
1400	16120	98945
1401	16133	98941
1402	16146	98940
1403	16158	98933
1404	16172	98933
1405	16186	98937
1406	16200	98940
1407	16213	98938
1408	16226	98933
1409	16237	98919
1410	16248	98906
1411	16261	98903
1412	16272	98891
1413	16284	98882
1414	16295	98869
1415	16308	98865
1416	16319	98850
1417	16330	98835
1418	16342	98828
1419	16355	98823
1420	16367	98813
1421	16378	98803
1422	16393	98808
1423	16404	98797
1424	16416	98789
1425	16428	98781
1426	16440	98767
1427	16451	98756
1428	16463	98746
1429	16475	98739
1430	16487	98730
1431	16499	98717
1432	16510	98703
1433	16522	98699
1434	16535	98695
1435	16549	98695
1436	16562	98697
1437	16577	98701
1438	16591	98707
1439	16604	98706
1440	16617	98701
1441	16630	98698
1442	16643	98697
1443	16656	98695
1444	16670	98697
1445	16684	98696
1446	16697	98699
1447	16710	98692
1448	16723	98688
1449	16735	98681
1450	16746	98667
1451	16758	98658
1452	16770	98646
1453	16782	98639
1454	16794	98633
1455	16807	98631
1456	16819	98622
1457	16831	98608
1458	16842	98598
1459	16854	98589
1460	16867	98584
1461	16879	98577
1462	16890	98560
1463	16902	98551
1464	16915	98547
1465	16926	98535
1466	16937	98521
1467	16950	98516
1468	16962	98505
1469	16973	98493
1470	16986	98489
1471	16998	98481
1472	17010	98470
1473	17021	98454
1474	17032	98442
1475	17044	98436
1476	17056	98423
1477	17068	98415
1478	17082	98417
1479	17094	98410
1480	17106	98397
1481	17118	98388
1482	17130	98384
1483	17141	98368
1484	17152	98351
1485	17164	98341
1486	17175	98329
1487	17186	98316
1488	17200	98318
1489	17213	98311
1490	17224	98301
1491	17236	98288
1492	17248	98280
1493	17261	98277
1494	17272	98264
1495	17284	98252
1496	17296	98242
1497	17307	98231
1498	17319	98218
1499	17330	98205
1500	17343	98204
1501	17355	98196
1502	17366	98180
1503	17379	98176
1504	17392	98170
1505	17404	98160
1506	17415	98148
1507	17428	98142
1508	17442	98145
1509	17453	98132
1510	17464	98116
1511	17476	98111
1512	17487	98096
1513	17499	98085
1514	17512	98079
1515	17523	98064
1516	17535	98058
1517	17548	98053
1518	17563	98059
1519	17576	98056
1520	17589	98053
1521	17600	98039
1522	17611	98027
1523	17623	98015
1524	17636	98010
1525	17647	97999
1526	17660	97995
1527	17672	97985
1528	17685	97982
1529	17697	97973
1530	17709	97964
1531	17723	97962
1532	17737	97965
1533	17751	97967
1534	17764	97965
1535	17777	97963
1536	17791	97961
1537	17804	97960
1538	17817	97954
1539	17830	97950
1540	17842	97941
1541	17855	97937
1542	17868	97933
1543	17880	97925
1544	17892	97914
1545	17905	97913
1546	17916	97897
1547	17928	97888
1548	17939	97876
1549	17951	97866
1550	17963	97853
1551	17974	97841
1552	17986	97829
1553	17997	97816
1554	18008	97802
1555	18018	97783
1556	18030	97771
1557	18040	97754
1558	18055	97758
1559	18067	97748
1560	18078	97732
1561	18088	97716
1562	18101	97711
1563	18112	97695
1564	18123	97682
1565	18136	97675
1566	18147	97663
1567	18158	97647
1568	18169	97632
1569	18181	97622
1570	18194	97618
1571	18205	97606
1572	18217	97594
1573	18229	97584
1574	18240	97570
1575	18252	97561
1576	18263	97548
1577	18274	97535
1578	18286	97524
1579	18298	97515
1580	18310	97506
1581	18322	97494
1582	18333	97481
1583	18345	97470
1584	18357	97461
1585	18368	97450
1586	18380	97439
1587	18391	97425
1588	18403	97414
1589	18414	97397
1590	18424	97381
1591	18437	97376
1592	18460	97426
1593	18478	97446
1594	18499	97484
1595	18519	97516
1596	18538	97546
1597	18555	97560
1598	18577	97605
1599	18596	97629
1600	18613	97647
1601	18630	97664
1602	18648	97688
1603	18669	97725
1604	18688	97749
1605	18705	97767
1606	18723	97789
1607	18742	97814
1608	18758	97827
1609	18776	97848
1610	18794	97870
1611	18813	97896
1612	18837	97949
1613	18863	98012
1614	18881	98029
1615	18897	98044
1616	18917	98074
1617	18936	98099
1618	18950	98098
1619	18962	98091
1620	18977	98094
1621	18991	98095
1622	19008	98113
1623	19027	98134
1624	19040	98131
1625	19052	98119
1626	19064	98109
1627	19075	98095
1628	19086	98082
1629	19100	98081
1630	19112	98072
1631	19125	98062
1632	19136	98051
1633	19148	98039
1634	19160	98030
1635	19175	98032
1636	19188	98028
1637	19200	98016
1638	19211	98001
1639	19221	97983
1640	19233	97973
1641	19246	97966
1642	19259	97960
1643	19276	97976
1644	19290	97977
1645	19304	97976
1646	19317	97973
1647	19330	97967
1648	19345	97969
1649	19359	97968
1650	19372	97965
1651	19385	97962
1652	19398	97955
1653	19411	97947
1654	19424	97942
1655	19436	97932
1656	19447	97916
1657	19457	97897
1658	19468	97880
1659	19479	97866
1660	19490	97852
1661	19501	97836
1662	19513	97824
1663	19524	97811
1664	19535	97795
1665	19546	97777
1666	19556	97759
1667	19567	97743
1668	19577	97725
1669	19588	97710
1670	19600	97695
1671	19611	97684
