iter	Passed	Remaining
1672	19622	97666
1673	19633	97651
1674	19643	97632
1675	19653	97613
1676	19664	97597
1677	19675	97582
1678	19687	97567
1679	19698	97552
1680	19709	97541
1681	19720	97525
1682	19733	97518
1683	19745	97506
1684	19756	97493
1685	19766	97474
1686	19776	97454
1687	19788	97441
1688	19799	97425
1689	19810	97409
1690	19823	97404
1691	19837	97403
1692	19848	97388
1693	19859	97372
1694	19869	97355
1695	19881	97343
1696	19892	97329
1697	19904	97317
1698	19914	97300
1699	19927	97290
1700	19938	97275
1701	19949	97262
1702	19960	97246
1703	19971	97233
1704	19982	97215
1705	19992	97198
1706	20004	97188
1707	20020	97194
1708	20032	97182
1709	20044	97172
1710	20055	97159
1711	20066	97146
1712	20078	97133
1713	20090	97122
1714	20101	97108
1715	20111	97088
1716	20122	97074
1717	20134	97060
1718	20146	97050
1719	20158	97040
1720	20169	97026
1721	20179	97007
1722	20191	96996
1723	20202	96982
1724	20213	96967
1725	20224	96951
1726	20237	96944
1727	20250	96942
1728	20263	96935
1729	20276	96929
1730	20290	96925
1731	20301	96913
1732	20313	96904
1733	20326	96897
1734	20338	96887
1735	20351	96880
1736	20363	96870
1737	20375	96861
1738	20387	96850
1739	20398	96836
1740	20410	96822
1741	20422	96811
1742	20433	96798
1743	20445	96788
1744	20456	96774
1745	20468	96763
1746	20481	96757
1747	20493	96745
1748	20504	96729
1749	20516	96722
1750	20527	96704
1751	20538	96690
1752	20549	96675
1753	20560	96661
1754	20571	96643
1755	20581	96625
1756	20592	96612
1757	20604	96599
1758	20615	96585
1759	20627	96572
1760	20637	96555
1761	20648	96539
1762	20658	96520
1763	20668	96500
1764	20680	96488
1765	20692	96477
1766	20701	96457
1767	20712	96441
1768	20724	96428
1769	20736	96420
1770	20750	96417
1771	20762	96409
1772	20775	96402
1773	20787	96393
1774	20800	96384
1775	20812	96373
1776	20824	96365
1777	20837	96356
1778	20848	96345
1779	20860	96331
1780	20872	96323
1781	20885	96318
1782	20897	96308
1783	20909	96297
1784	20920	96283
1785	20932	96269
1786	20943	96253
1787	20953	96237
1788	20965	96225
1789	20975	96208
1790	20988	96198
1791	20999	96184
1792	21009	96165
1793	21022	96159
1794	21033	96142
1795	21044	96129
1796	21055	96112
1797	21066	96099
1798	21076	96081
1799	21086	96061
1800	21098	96050
1801	21110	96041
1802	21121	96024
1803	21132	96008
1804	21143	95995
1805	21153	95976
1806	21163	95957
1807	21176	95948
1808	21188	95939
1809	21198	95920
1810	21208	95901
1811	21218	95883
1812	21230	95869
1813	21240	95852
1814	21251	95837
1815	21262	95822
1816	21272	95801
1817	21286	95802
1818	21297	95785
1819	21308	95770
1820	21320	95759
1821	21331	95747
1822	21343	95734
1823	21354	95722
1824	21366	95708
1825	21377	95694
1826	21388	95679
1827	21398	95663
1828	21409	95646
1829	21421	95636
1830	21432	95621
1831	21442	95602
1832	21454	95592
1833	21465	95578
1834	21476	95561
1835	21487	95546
1836	21498	95533
1837	21509	95518
1838	21520	95502
1839	21532	95491
1840	21543	95477
1841	21554	95464
1842	21565	95447
1843	21576	95432
1844	21587	95418
1845	21598	95404
1846	21610	95392
1847	21621	95379
1848	21633	95367
1849	21644	95354
1850	21656	95342
1851	21667	95328
1852	21680	95321
1853	21692	95311
1854	21705	95305
1855	21716	95289
1856	21728	95281
1857	21740	95268
1858	21751	95254
1859	21762	95238
1860	21773	95226
1861	21785	95216
1862	21798	95208
1863	21809	95193
1864	21822	95186
1865	21832	95170
1866	21846	95167
1867	21858	95156
1868	21871	95149
1869	21884	95145
1870	21897	95138
1871	21910	95134
1872	21924	95129
1873	21936	95121
1874	21948	95111
1875	21961	95104
1876	21975	95100
1877	21986	95088
1878	21998	95078
1879	22010	95067
1880	22022	95057
1881	22034	95045
1882	22046	95033
1883	22057	95021
1884	22068	95007
1885	22081	94998
1886	22093	94990
1887	22105	94978
1888	22117	94966
1889	22128	94955
1890	22141	94946
1891	22151	94927
1892	22162	94913
1893	22173	94900
1894	22184	94884
1895	22195	94868
1896	22206	94854
1897	22218	94842
1898	22229	94830
1899	22241	94818
1900	22252	94802
1901	22263	94788
1902	22273	94770
1903	22284	94754
1904	22294	94738
1905	22305	94721
1906	22316	94707
1907	22327	94692
1908	22338	94676
1909	22348	94658
1910	22359	94643
1911	22369	94626
1912	22380	94610
1913	22390	94593
1914	22401	94575
1915	22411	94557
1916	22421	94539
1917	22431	94522
1918	22442	94504
1919	22453	94490
1920	22463	94474
1921	22476	94465
1922	22487	94451
1923	22498	94437
1924	22508	94418
1925	22519	94402
1926	22528	94382
1927	22539	94368
1928	22551	94357
1929	22562	94340
1930	22572	94324
1931	22583	94308
1932	22594	94294
1933	22606	94282
1934	22616	94264
1935	22626	94245
1936	22638	94233
1937	22648	94216
1938	22659	94201
1939	22670	94187
1940	22681	94171
1941	22693	94160
1942	22703	94143
1943	22714	94127
1944	22724	94110
1945	22735	94095
1946	22745	94079
1947	22756	94063
1948	22767	94049
1949	22779	94038
1950	22790	94024
1951	22802	94011
1952	22813	93997
1953	22824	93985
1954	22835	93970
1955	22846	93955
1956	22857	93940
1957	22870	93935
1958	22881	93919
1959	22891	93901
1960	22901	93884
1961	22912	93867
1962	22923	93855
1963	22934	93839
1964	22946	93827
1965	22957	93815
1966	22968	93801
1967	22979	93786
1968	22990	93771
1969	23001	93758
1970	23012	93743
1971	23023	93730
1972	23036	93720
1973	23047	93707
1974	23059	93697
1975	23098	93794
1976	23120	93828
1977	23134	93825
1978	23150	93829
1979	23165	93833
1980	23180	93831
1981	23194	93829
1982	23209	93831
1983	23226	93842
1984	23241	93843
1985	23257	93848
1986	23273	93857
1987	23288	93857
1988	23307	93873
1989	23324	93883
1990	23337	93877
1991	23350	93870
1992	23362	93861
1993	23376	93857
1994	23388	93847
1995	23402	93843
1996	23419	93853
1997	23447	93907
1998	23476	93966
1999	23565	94261
2000	23604	94359
2001	23620	94363
2002	23649	94420
2003	23670	94445
2004	23695	94487
2005	23716	94511
2006	23733	94521
2007	23752	94538
2008	23769	94547
2009	23792	94576
2010	23809	94587
2011	23829	94605
2012	23851	94635
2013	23872	94660
2014	23890	94674
2015	23906	94678
2016	23922	94681
2017	23937	94684
2018	23953	94686
2019	23967	94684
2020	23982	94684
2021	24000	94697
2022	24020	94716
2023	24035	94718
2024	24051	94721
2025	24066	94721
2026	24078	94710
2027	24091	94702
2028	24107	94705
2029	24121	94702
2030	24134	94694
2031	24147	94687
2032	24161	94684
2033	24174	94679
2034	24188	94673
2035	24201	94667
2036	24216	94666
2037	24228	94656
2038	24243	94653
2039	24255	94643
2040	24267	94634
2041	24279	94621
2042	24292	94614
2043	24305	94607
2044	24318	94596
2045	24331	94591
2046	24344	94582
2047	24357	94574
2048	24370	94567
2049	24384	94563
2050	24397	94556
2051	24411	94554
2052	24425	94550
2053	24438	94541
2054	24451	94533
2055	24464	94526
2056	24476	94514
2057	24487	94500
2058	24498	94483
2059	24509	94468
2060	24521	94456
2061	24532	94440
2062	24543	94426
2063	24554	94411
2064	24567	94401
2065	24578	94387
2066	24589	94372
2067	24600	94357
2068	24612	94347
2069	24623	94331
2070	24634	94317
2071	24645	94301
2072	24656	94285
2073	24668	94274
2074	24681	94264
2075	24692	94251
2076	24703	94234
2077	24714	94218
2078	24724	94202
2079	24736	94189
2080	24748	94177
2081	24759	94163
2082	24771	94151
2083	24782	94136
2084	24794	94124
2085	24805	94109
2086	24816	94094
2087	24832	94096
2088	24846	94092
2089	24859	94085
2090	24874	94086
2091	24887	94076
2092	24898	94062
2093	24910	94051
2094	24923	94044
2095	24935	94032
2096	24947	94021
2097	24959	94008
2098	24970	93994
2099	24982	93981
2100	24993	93967
2101	25005	93955
2102	25018	93949
2103	25030	93934
2104	25041	93919
2105	25052	93905
2106	25062	93887
2107	25074	93874
2108	25085	93858
2109	25095	93841
2110	25107	93828
2111	25118	93812
2112	25128	93795
2113	25139	93778
2114	25151	93767
2115	25162	93752
2116	25173	93736
2117	25184	93721
2118	25196	93711
2119	25209	93702
2120	25220	93687
2121	25232	93676
2122	25243	93660
2123	25253	93642
2124	25263	93625
2125	25273	93606
2126	25285	93594
2127	25296	93576
2128	25306	93558
2129	25316	93540
2130	25326	93522
2131	25337	93507
2132	25348	93491
2133	25358	93473
2134	25369	93456
2135	25380	93443
2136	25391	93427
2137	25402	93410
2138	25415	93405
2139	25426	93387
2140	25437	93372
2141	25447	93353
2142	25458	93339
2143	25469	93323
2144	25480	93308
2145	25490	93290
2146	25502	93278
2147	25513	93264
2148	25524	93248
2149	25535	93232
2150	25547	93222
2151	25558	93208
2152	25569	93192
2153	25580	93178
2154	25592	93165
2155	25603	93149
2156	25613	93132
2157	25624	93117
2158	25635	93103
2159	25647	93091
2160	25659	93079
2161	25671	93066
2162	25681	93051
2163	25693	93036
2164	25704	93023
2165	25714	93006
2166	25726	92991
2167	25736	92974
2168	25748	92962
2169	25760	92949
2170	25771	92937
2171	25783	92925
2172	25795	92912
2173	25806	92898
2174	25819	92890
2175	25829	92873
2176	25841	92861
2177	25853	92848
2178	25864	92833
2179	25876	92821
2180	25887	92806
2181	25899	92797
2182	25913	92791
2183	25925	92781
2184	25938	92772
2185	25952	92767
2186	25964	92758
2187	25977	92748
2188	25988	92736
2189	26001	92725
2190	26013	92714
2191	26024	92701
2192	26035	92685
2193	26047	92674
2194	26059	92662
2195	26070	92648
2196	26082	92636
2197	26094	92623
2198	26105	92610
2199	26116	92595
2200	26128	92581
2201	26139	92568
2202	26150	92552
2203	26161	92539
2204	26172	92522
2205	26183	92508
2206	26194	92492
2207	26205	92479
2208	26218	92469
2209	26230	92460
2210	26242	92446
2211	26253	92432
2212	26264	92416
2213	26274	92401
2214	26285	92386
2215	26297	92372
2216	26307	92356
2217	26319	92342
2218	26329	92325
2219	26341	92312
2220	26352	92298
2221	26363	92285
2222	26374	92270
2223	26386	92256
2224	26397	92242
2225	26408	92229
2226	26419	92213
2227	26430	92197
2228	26441	92183
2229	26452	92166
2230	26463	92152
2231	26473	92135
2232	26484	92119
2233	26494	92103
2234	26505	92088
2235	26516	92072
2236	26527	92058
2237	26537	92039
2238	26548	92025
2239	26559	92009
2240	26571	91999
2241	26584	91988
2242	26595	91974
2243	26606	91960
2244	26618	91950
2245	26629	91933
2246	26641	91923
2247	26651	91906
2248	26661	91886
2249	26672	91872
2250	26683	91857
2251	26694	91841
2252	26704	91824
2253	26716	91812
2254	26728	91801
2255	26738	91784
2256	26750	91771
2257	26761	91758
2258	26772	91741
2259	26783	91729
2260	26794	91713
2261	26805	91696
2262	26815	91679
2263	26826	91664
2264	26836	91647
2265	26847	91631
2266	26858	91615
2267	26869	91602
2268	26879	91585
2269	26890	91569
2270	26901	91554
2271	26912	91539
2272	26923	91525
2273	26933	91508
2274	26944	91491
2275	26954	91474
2276	26965	91459
2277	26976	91445
2278	26986	91428
2279	26997	91412
2280	27010	91403
2281	27021	91389
2282	27031	91373
2283	27042	91358
2284	27054	91346
2285	27065	91332
2286	27075	91314
2287	27086	91300
2288	27099	91289
2289	27110	91275
2290	27122	91262
2291	27133	91249
2292	27145	91240
2293	27156	91225
2294	27167	91209
2295	27179	91197
2296	27191	91185
2297	27202	91171
2298	27212	91154
2299	27223	91140
2300	27234	91126
2301	27246	91113
2302	27257	91098
2303	27268	91084
2304	27279	91070
2305	27291	91057
2306	27302	91042
2307	27313	91028
2308	27324	91014
2309	27335	90999
2310	27346	90983
2311	27358	90973
2312	27370	90962
2313	27381	90947
2314	27393	90936
2315	27404	90922
2316	27417	90914
2317	27429	90902
2318	27440	90886
2319	27451	90873
2320	27462	90859
2321	27474	90848
2322	27485	90834
2323	27497	90823
2324	27509	90809
2325	27520	90796
2326	27532	90783
2327	27543	90770
2328	27554	90755
2329	27567	90747
2330	27580	90738
2331	27592	90728
2332	27604	90716
2333	27616	90704
2334	27629	90697
2335	27640	90684
2336	27652	90671
2337	27663	90658
2338	27674	90642
2339	27685	90629
2340	27697	90615
2341	27707	90600
2342	27719	90587
2343	27730	90573
2344	27741	90558
2345	27752	90545
2346	27763	90530
2347	27774	90516
2348	27786	90504
2349	27799	90496
2350	27813	90491
2351	27825	90479
2352	27836	90466
2353	27848	90454
2354	27859	90439
2355	27870	90425
2356	27881	90412
2357	27892	90397
2358	27904	90384
2359	27916	90374
2360	27930	90369
2361	27943	90360
2362	27957	90355
2363	27969	90345
2364	27982	90335
2365	27994	90326
2366	28007	90316
2367	28019	90304
2368	28032	90297
2369	28045	90288
2370	28057	90277
2371	28068	90265
2372	28080	90251
2373	28091	90238
2374	28103	90227
2375	28114	90214
2376	28126	90201
2377	28137	90186
2378	28151	90180
2379	28163	90168
2380	28175	90158
2381	28187	90146
2382	28198	90133
2383	28210	90121
2384	28222	90109
2385	28233	90095
2386	28245	90083
2387	28256	90069
2388	28267	90056
2389	28278	90040
2390	28289	90027
2391	28300	90011
2392	28310	89996
2393	28321	89981
2394	28332	89965
2395	28343	89951
2396	28353	89935
2397	28364	89918
2398	28374	89901
2399	28385	89886
2400	28396	89872
2401	28406	89856
2402	28417	89840
2403	28428	89827
2404	28439	89812
2405	28449	89795
2406	28461	89782
2407	28473	89771
2408	28484	89757
2409	28494	89740
2410	28505	89725
2411	28516	89711
2412	28527	89696
2413	28537	89679
2414	28548	89663
2415	28558	89647
2416	28569	89631
2417	28580	89619
2418	28592	89606
2419	28604	89597
2420	28620	89595
2421	28631	89582
2422	28642	89569
2423	28653	89554
2424	28664	89538
2425	28674	89522
2426	28685	89508
2427	28697	89495
2428	28707	89480
2429	28719	89466
2430	28729	89450
2431	28740	89434
2432	28752	89424
2433	28763	89409
2434	28774	89395
2435	28785	89382
2436	28797	89371
2437	28808	89356
2438	28819	89342
2439	28830	89325
2440	28841	89313
2441	28852	89297
2442	28862	89280
2443	28872	89264
2444	28884	89251
2445	28895	89236
2446	28906	89224
2447	28917	89208
2448	28929	89196
2449	28940	89183
2450	28952	89171
2451	28963	89159
2452	28974	89144
2453	28985	89129
2454	28996	89116
2455	29008	89104
2456	29021	89095
2457	29032	89082
2458	29044	89069
2459	29054	89054
2460	29065	89039
2461	29076	89025
2462	29088	89011
2463	29099	88999
2464	29111	88987
2465	29122	88973
2466	29132	88956
2467	29142	88940
2468	29154	88928
2469	29166	88916
2470	29178	88903
2471	29200	88923
2472	29214	88920
2473	29226	88907
2474	29236	88890
2475	29246	88873
2476	29257	88858
2477	29267	88842
2478	29277	88825
2479	29287	88808
2480	29298	88792
2481	29308	88775
2482	29318	88759
2483	29329	88743
2484	29339	88725
2485	29350	88711
2486	29360	88695
2487	29370	88679
2488	29383	88669
2489	29394	88654
2490	29404	88639
2491	29415	88624
2492	29426	88610
2493	29437	88596
2494	29448	88580
2495	29458	88563
2496	29470	88551
2497	29481	88538
2498	29491	88523
2499	29502	88507
2500	29512	88491
2501	29524	88477
2502	29535	88465
2503	29545	88448
2504	29557	88435
2505	29568	88422
2506	29580	88411
2507	29593	88402
2508	29604	88390
2509	29616	88377
2510	29627	88363
2511	29638	88350
2512	29650	88337
2513	29661	88324
2514	29673	88311
2515	29685	88301
2516	29697	88290
2517	29711	88285
2518	29725	88278
2519	29739	88273
2520	29752	88264
2521	29763	88252
2522	29777	88246
2523	29789	88235
2524	29801	88225
2525	29813	88214
2526	29825	88202
2527	29838	88192
2528	29849	88180
2529	29862	88170
2530	29873	88156
2531	29885	88146
2532	29897	88134
2533	29908	88120
2534	29920	88108
2535	29931	88095
2536	29942	88080
2537	29953	88067
2538	29965	88055
2539	29976	88042
2540	29988	88030
2541	29999	88017
2542	30010	88002
2543	30022	87990
2544	30034	87979
2545	30046	87968
2546	30057	87953
2547	30069	87941
2548	30080	87929
2549	30092	87917
2550	30103	87904
2551	30115	87890
2552	30125	87876
2553	30136	87861
2554	30148	87848
2555	30158	87832
2556	30169	87818
2557	30182	87810
2558	30194	87798
2559	30205	87784
2560	30215	87768
2561	30226	87754
2562	30236	87738
2563	30247	87721
2564	30257	87706
2565	30267	87688
2566	30278	87674
2567	30289	87660
2568	30300	87645
2569	30311	87631
2570	30322	87618
2571	30334	87605
2572	30344	87591
2573	30355	87574
2574	30365	87557
2575	30374	87540
2576	30385	87524
2577	30395	87507
2578	30405	87489
2579	30415	87473
2580	30426	87460
2581	30437	87445
2582	30447	87428
2583	30457	87412
2584	30469	87401
2585	30480	87386
2586	30490	87371
2587	30501	87356
2588	30511	87338
2589	30522	87325
2590	30533	87309
2591	30543	87293
2592	30553	87276
2593	30564	87263
2594	30577	87253
2595	30589	87242
2596	30599	87225
2597	30610	87212
2598	30621	87198
2599	30632	87183
2600	30643	87169
2601	30653	87154
2602	30664	87139
2603	30675	87125
2604	30685	87108
2605	30695	87092
2606	30706	87077
2607	30717	87064
2608	30728	87049
2609	30741	87042
2610	30753	87030
2611	30765	87019
2612	30776	87004
2613	30786	86988
2614	30799	86981
2615	30813	86975
2616	30826	86966
2617	30838	86956
2618	30850	86945
2619	30864	86939
2620	30878	86932
2621	30891	86924
2622	30904	86915
2623	30916	86906
2624	30928	86893
2625	30939	86881
2626	30950	86867
2627	30962	86856
2628	30975	86847
2629	30989	86840
2630	31000	86828
2631	31012	86815
2632	31023	86802
2633	31034	86788
2634	31046	86776
2635	31057	86764
2636	31069	86752
2637	31081	86740
2638	31092	86726
2639	31104	86714
2640	31116	86705
2641	31127	86690
2642	31138	86676
2643	31148	86660
2644	31160	86648
2645	31170	86631
2646	31180	86616
2647	31190	86598
2648	31200	86582
2649	31212	86569
2650	31222	86554
2651	31233	86538
2652	31243	86523
2653	31254	86510
2654	31265	86495
2655	31276	86482
2656	31287	86467
2657	31298	86452
2658	31309	86438
2659	31318	86421
2660	31329	86405
2661	31339	86390
2662	31351	86378
2663	31361	86362
2664	31372	86348
2665	31385	86340
2666	31397	86328
2667	31408	86314
2668	31419	86301
2669	31430	86285
2670	31442	86274
2671	31453	86260
2672	31463	86244
2673	31474	86231
2674	31486	86218
2675	31496	86204
2676	31507	86188
2677	31518	86175
2678	31528	86159
2679	31539	86145
2680	31550	86132
2681	31561	86118
2682	31573	86105
2683	31584	86091
2684	31596	86080
2685	31607	86066
2686	31617	86050
2687	31629	86039
2688	31640	86025
2689	31651	86011
2690	31662	85997
2691	31673	85985
2692	31684	85971
2693	31695	85956
2694	31706	85941
2695	31717	85927
2696	31728	85915
2697	31739	85901
2698	31749	85886
2699	31761	85872
2700	31772	85859
2701	31784	85848
2702	31795	85836
2703	31807	85823
2704	31818	85809
2705	31829	85795
2706	31841	85784
2707	31853	85772
2708	31864	85760
2709	31876	85749
2710	31888	85737
2711	31900	85725
2712	31941	85792
2713	31958	85797
2714	31970	85785
2715	31982	85773
2716	31994	85761
2717	32005	85748
2718	32016	85734
2719	32027	85721
2720	32039	85709
2721	32050	85694
2722	32061	85681
2723	32071	85665
2724	32083	85654
2725	32095	85642
2726	32106	85628
2727	32117	85614
2728	32128	85602
2729	32139	85588
2730	32150	85574
2731	32163	85564
2732	32175	85554
2733	32187	85541
2734	32197	85527
2735	32209	85514
2736	32219	85500
2737	32230	85485
2738	32241	85471
2739	32252	85458
2740	32264	85445
2741	32275	85433
2742	32287	85419
2743	32297	85405
2744	32308	85391
2745	32320	85379
2746	32331	85366
2747	32342	85351
2748	32354	85341
2749	32366	85329
2750	32378	85317
2751	32389	85305
2752	32401	85293
2753	32412	85280
2754	32423	85267
2755	32435	85253
2756	32446	85242
2757	32458	85229
2758	32469	85215
2759	32480	85201
2760	32492	85190
2761	32503	85176
2762	32514	85164
2763	32525	85150
2764	32536	85137
2765	32548	85123
2766	32559	85110
2767	32573	85104
2768	32585	85094
2769	32596	85080
2770	32607	85065
2771	32618	85051
2772	32629	85039
2773	32641	85027
2774	32651	85012
2775	32662	84997
2776	32673	84984
2777	32685	84972
2778	32696	84958
2779	32709	84949
2780	32722	84942
2781	32735	84932
2782	32748	84924
2783	32761	84917
2784	32774	84908
2785	32787	84899
2786	32800	84889
2787	32812	84879
2788	32825	84870
2789	32837	84859
2790	32849	84848
2791	32862	84839
2792	32874	84827
2793	32885	84813
2794	32896	84801
2795	32907	84787
2796	32919	84776
2797	32930	84762
2798	32942	84750
2799	32954	84739
2800	32965	84726
2801	32977	84716
2802	32989	84703
2803	33000	84690
2804	33012	84678
2805	33022	84663
2806	33033	84648
2807	33045	84638
2808	33056	84623
2809	33067	84609
2810	33078	84595
2811	33088	84581
2812	33099	84567
2813	33111	84554
2814	33122	84541
2815	33132	84525
2816	33143	84512
2817	33153	84494
2818	33163	84478
2819	33175	84467
2820	33185	84453
2821	33196	84439
2822	33208	84425
2823	33218	84411
2824	33230	84398
2825	33240	84384
2826	33250	84367
2827	33261	84353
2828	33271	84338
2829	33281	84321
2830	33292	84307
2831	33303	84292
2832	33314	84279
2833	33325	84265
2834	33336	84251
2835	33346	84236
2836	33357	84222
2837	33368	84209
2838	33380	84198
2839	33392	84185
2840	33403	84171
2841	33413	84158
2842	33425	84144
2843	33436	84131
2844	33446	84116
2845	33456	84100
2846	33468	84087
2847	33478	84071
2848	33489	84057
2849	33499	84043
2850	33510	84029
2851	33521	84016
2852	33532	84002
2853	33544	83991
2854	33556	83980
2855	33566	83964
2856	33578	83951
2857	33590	83939
2858	33601	83927
2859	33612	83914
2860	33623	83899
2861	33634	83887
2862	33646	83874
2863	33657	83861
2864	33668	83849
2865	33681	83839
2866	33692	83826
2867	33703	83812
2868	33716	83804
2869	33729	83794
2870	33739	83779
2871	33751	83766
2872	33762	83753
2873	33775	83744
2874	33785	83729
2875	33796	83715
2876	33807	83700
2877	33817	83685
2878	33828	83672
2879	33839	83659
2880	33850	83646
2881	33862	83633
2882	33876	83627
2883	33889	83618
2884	33902	83609
2885	33916	83605
2886	33929	83595
2887	33943	83589
2888	33958	83584
2889	33971	83577
2890	33984	83567
2891	33996	83556
2892	34008	83544
2893	34020	83534
2894	34031	83522
2895	34043	83510
2896	34056	83501
2897	34069	83492
2898	34082	83483
2899	34093	83470
2900	34106	83461
2901	34117	83448
2902	34128	83434
2903	34140	83423
2904	34150	83407
2905	34162	83395
2906	34177	83390
2907	34190	83382
2908	34203	83375
2909	34214	83361
2910	34226	83349
2911	34238	83338
2912	34249	83325
2913	34260	83311
2914	34271	83297
2915	34281	83282
2916	34291	83266
2917	34301	83250
2918	34313	83239
2919	34325	83228
2920	34335	83212
2921	34346	83198
2922	34358	83186
2923	34369	83173
2924	34379	83158
2925	34390	83143
2926	34401	83129
2927	34412	83117
2928	34423	83103
2929	34434	83088
2930	34443	83071
2931	34453	83055
2932	34464	83041
2933	34475	83026
2934	34486	83014
2935	34496	82999
2936	34506	82982
2937	34518	82970
2938	34528	82954
2939	34541	82946
2940	34551	82931
2941	34563	82919
2942	34576	82911
2943	34590	82904
2944	34602	82892
2945	34612	82878
2946	34624	82865
2947	34634	82850
2948	34645	82835
2949	34658	82826
2950	34669	82815
2951	34680	82801
2952	34690	82785
2953	34702	82772
2954	34713	82760
2955	34723	82744
2956	34735	82732
2957	34746	82719
2958	34757	82705
2959	34767	82690
2960	34779	82678
2961	34789	82663
2962	34799	82648
2963	34810	82634
2964	34822	82623
2965	34835	82613
2966	34846	82600
2967	34858	82588
2968	34870	82577
2969	34881	82563
2970	34891	82548
2971	34902	82535
2972	34913	82521
2973	34923	82505
2974	34933	82490
2975	34944	82476
2976	34955	82463
2977	34965	82448
2978	34980	82442
2979	34991	82430
2980	35005	82422
2981	35017	82411
2982	35027	82396
2983	35039	82383
2984	35050	82372
2985	35062	82360
2986	35074	82348
2987	35084	82334
2988	35097	82324
2989	35108	82312
2990	35120	82298
2991	35131	82285
2992	35143	82275
2993	35155	82264
2994	35165	82249
2995	35176	82235
2996	35189	82225
2997	35201	82214
2998	35212	82200
2999	35224	82190
3000	35236	82179
3001	35247	82165
3002	35258	82152
3003	35270	82141
3004	35281	82128
3005	35292	82113
3006	35302	82098
3007	35312	82083
3008	35322	82067
3009	35336	82060
3010	35347	82047
3011	35362	82042
3012	35376	82035
3013	35386	82021
3014	35397	82006
3015	35409	81995
3016	35420	81983
3017	35430	81967
3018	35442	81954
3019	35454	81944
3020	35465	81931
3021	35475	81916
3022	35487	81904
3023	35498	81890
3024	35508	81874
3025	35518	81860
3026	35534	81857
3027	35544	81842
3028	35556	81829
3029	35567	81817
3030	35577	81801
3031	35588	81787
3032	35599	81774
3033	35611	81763
3034	35623	81752
3035	35634	81739
3036	35645	81725
3037	35657	81713
3038	35667	81697
3039	35678	81684
3040	35689	81671
3041	35699	81656
3042	35711	81643
3043	35726	81640
3044	35739	81632
3045	35755	81629
3046	35769	81623
3047	35782	81613
3048	35794	81603
3049	35807	81594
3050	35819	81583
3051	35830	81570
3052	35843	81559
3053	35854	81546
3054	35867	81537
3055	35878	81525
3056	35891	81515
3057	35902	81502
3058	35912	81487
3059	35924	81475
3060	35936	81465
3061	35949	81454
3062	35959	81439
3063	35970	81427
3064	35982	81414
3065	35993	81402
3066	36004	81388
3067	36014	81374
3068	36025	81359
3069	36035	81344
3070	36046	81330
3071	36058	81318
3072	36068	81304
3073	36079	81289
3074	36089	81274
3075	36099	81259
3076	36110	81246
3077	36121	81232
3078	36132	81218
3079	36142	81203
3080	36157	81199
3081	36168	81184
3082	36179	81172
3083	36189	81156
3084	36199	81141
3085	36210	81126
3086	36220	81111
3087	36231	81099
3088	36241	81083
3089	36253	81070
3090	36262	81054
3091	36273	81040
3092	36284	81027
3093	36294	81011
3094	36304	80996
3095	36316	80985
3096	36327	80972
3097	36339	80960
3098	36350	80947
3099	36361	80934
3100	36373	80922
3101	36384	80909
3102	36395	80895
3103	36405	80880
3104	36417	80868
3105	36428	80854
3106	36440	80845
3107	36453	80834
3108	36466	80826
3109	36476	80812
3110	36487	80798
3111	36499	80786
3112	36513	80781
3113	36524	80765
3114	36534	80752
3115	36547	80741
3116	36560	80733
3117	36570	80718
3118	36581	80705
3119	36592	80692
3120	36603	80677
3121	36614	80665
3122	36626	80653
3123	36637	80639
3124	36648	80627
3125	36659	80613
3126	36669	80597
3127	36679	80582
3128	36693	80576
3129	36704	80562
3130	36714	80547
3131	36725	80533
3132	36736	80520
3133	36747	80506
3134	36758	80493
3135	36768	80478
3136	36780	80467
3137	36791	80453
3138	36802	80439
3139	36813	80427
3140	36824	80414
3141	36837	80403
3142	36847	80389
3143	36858	80375
3144	36869	80362
3145	36880	80350
3146	36891	80335
3147	36901	80320
3148	36912	80306
3149	36925	80297
3150	36938	80288
3151	36955	80288
3152	36967	80277
3153	36980	80268
3154	36994	80262
3155	37008	80256
3156	37022	80248
3157	37034	80238
3158	37047	80229
3159	37060	80219
3160	37075	80214
3161	37087	80202
3162	37097	80187
3163	37107	80172
3164	37118	80158
3165	37129	80146
3166	37141	80135
3167	37152	80122
3168	37163	80108
3169	37174	80095
3170	37185	80081
3171	37196	80069
3172	37207	80056
3173	37228	80062
3174	37251	80075
3175	37268	80076
3176	37283	80070
3177	37297	80064
3178	37310	80054
3179	37319	80036
3180	37333	80030
3181	37345	80018
3182	37355	80003
3183	37364	79987
3184	37374	79971
3185	37384	79955
3186	37394	79939
3187	37404	79924
3188	37414	79908
3189	37423	79892
3190	37434	79877
3191	37443	79860
3192	37454	79847
3193	37464	79832
3194	37474	79816
3195	37484	79801
3196	37494	79785
3197	37507	79775
3198	37518	79762
3199	37528	79748
3200	37538	79731
3201	37547	79715
3202	37557	79698
3203	37567	79683
3204	37580	79674
3205	37591	79661
3206	37601	79646
3207	37611	79631
3208	37624	79621
3209	37634	79606
3210	37643	79590
3211	37654	79576
3212	37665	79563
3213	37674	79546
3214	37685	79531
3215	37695	79516
3216	37705	79502
3217	37716	79487
3218	37727	79475
3219	37739	79464
3220	37750	79450
3221	37762	79439
3222	37774	79427
3223	37784	79412
3224	37795	79400
3225	37807	79388
