iter	MAE
247	3.493048648
248	3.486241384
249	3.479249016
250	3.472757872
251	3.466730206
252	3.460829108
253	3.455922573
254	3.449817444
255	3.443775414
256	3.43765966
257	3.431702533
258	3.426952768
259	3.420453237
260	3.41469938
261	3.409115843
262	3.403055794
263	3.397697953
264	3.391960133
265	3.386143713
266	3.380760627
267	3.375558614
268	3.371486994
269	3.367050433
270	3.361106474
271	3.35591516
272	3.350227217
273	3.344615987
274	3.339441873
275	3.33427468
276	3.330214051
277	3.32558828
278	3.320874992
279	3.315954378
280	3.311002672
281	3.30697105
282	3.302721028
283	3.297519241
284	3.292624948
285	3.289046134
286	3.284620527
287	3.279922892
288	3.276133301
289	3.272525442
290	3.268535861
291	3.264891494
292	3.260640908
293	3.255911054
294	3.25124632
295	3.247540509
296	3.243373133
297	3.23968971
298	3.235539776
299	3.231562186
300	3.227100548
301	3.223450145
302	3.219502903
303	3.215700482
304	3.212362398
305	3.209660009
306	3.205635053
307	3.202493837
308	3.199647769
309	3.195635332
310	3.192988914
311	3.190635353
312	3.187225701
313	3.184168497
314	3.180199681
315	3.176638722
316	3.173114851
317	3.170262064
318	3.167199017
319	3.163586567
320	3.160841667
321	3.158098471
322	3.154821594
323	3.15168954
324	3.148466973
325	3.14499649
326	3.142319103
327	3.139005997
328	3.136436092
329	3.133455626
330	3.130441
331	3.128046355
332	3.124584286
333	3.122035701
334	3.118676975
335	3.115763645
336	3.112696969
337	3.10925076
338	3.106400623
339	3.104057787
340	3.102260083
341	3.099047376
342	3.096754316
343	3.09417116
344	3.091865889
345	3.089390756
346	3.087177248
347	3.08502215
348	3.082931781
349	3.080786929
350	3.078228575
351	3.075785822
352	3.073729178
353	3.07175095
354	3.069739745
355	3.067826979
356	3.06541607
357	3.063448934
358	3.061447665
359	3.05922845
360	3.056790642
361	3.054427757
362	3.052383877
363	3.050056845
364	3.047654987
365	3.045440862
366	3.04336147
367	3.041507559
368	3.039641395
369	3.037916647
370	3.035536634
371	3.033598526
372	3.031936613
373	3.030267806
374	3.028356796
375	3.026484139
376	3.024385547
377	3.022909694
378	3.021012308
379	3.019141472
380	3.017395386
381	3.015812914
382	3.014047752
383	3.011942673
384	3.010034027
385	3.00831404
386	3.00615955
387	3.0047473
388	3.003159869
389	3.000722589
390	2.998753769
391	2.996875746
392	2.995097265
393	2.993343813
394	2.99149337
395	2.989863497
396	2.987802409
397	2.985539517
398	2.984118409
399	2.982124008
400	2.980667415
401	2.97919546
402	2.977341827
403	2.975508044
404	2.973947627
405	2.97253895
406	2.971002064
407	2.969555646
408	2.967424627
409	2.966128736
410	2.964472819
411	2.962591868
412	2.961142698
413	2.959394329
414	2.958154798
415	2.956558739
416	2.95504413
417	2.953249217
418	2.951847944
419	2.950766135
420	2.949165178
421	2.947325715
422	2.945031382
423	2.943726486
424	2.942264722
425	2.940668278
426	2.939122216
427	2.937568368
428	2.9362509
429	2.93483191
430	2.933121319
431	2.932009563
432	2.931059127
433	2.929127395
434	2.927766577
435	2.926350169
436	2.924681628
437	2.923329435
438	2.921817744
439	2.920669158
440	2.919630847
441	2.918753498
442	2.917755897
443	2.916783683
444	2.914998304
445	2.913960809
446	2.912786516
447	2.911682238
448	2.910365876
449	2.908716856
450	2.90721892
451	2.905804719
452	2.904681205
453	2.903679271
454	2.90219413
455	2.900959869
456	2.899940236
457	2.8984207
458	2.897117157
459	2.896003681
460	2.894970837
461	2.893338017
462	2.891938629
463	2.890690488
464	2.889306121
465	2.888062158
466	2.886856532
467	2.885901761
468	2.88511297
469	2.884297468
470	2.882970721
471	2.881526004
472	2.880277594
473	2.879245924
474	2.877962097
475	2.876699865
476	2.875744055
477	2.874740375
478	2.873320019
479	2.872223712
480	2.871154968
481	2.870408486
482	2.869550428
483	2.868778472
484	2.867630076
485	2.866476032
486	2.865159303
487	2.863483741
488	2.862372167
489	2.861078194
490	2.859831653
491	2.859020204
492	2.858090581
493	2.85712447
494	2.856345614
495	2.855551673
496	2.854691286
497	2.853926291
498	2.852736789
499	2.851858198
500	2.850881234
501	2.850093502
502	2.849589076
503	2.848375611
504	2.847339164
505	2.846627571
506	2.845699944
507	2.845002626
508	2.844245426
509	2.842883268
510	2.842170937
511	2.840553605
512	2.839736604
513	2.838733255
514	2.837584779
515	2.836920339
516	2.83529948
517	2.834841266
518	2.833980916
519	2.832410537
520	2.831690598
521	2.830774666
522	2.829974088
523	2.829288862
524	2.828225904
525	2.827522281
526	2.826644835
527	2.825976654
528	2.824982574
529	2.82419239
530	2.823369796
531	2.822745013
532	2.821742964
533	2.821202631
534	2.820536719
535	2.819854151
536	2.819056287
537	2.818240482
538	2.817841185
539	2.816965689
540	2.816077538
541	2.815380582
542	2.814890742
543	2.814013613
544	2.813293762
545	2.812689146
546	2.811608326
547	2.811039617
548	2.810429911
549	2.809627846
550	2.808777845
551	2.808327664
552	2.807671586
553	2.807238841
554	2.806405876
555	2.805885839
556	2.804934683
557	2.804267396
558	2.803443818
559	2.802602218
560	2.801925495
561	2.801298932
562	2.800773917
563	2.800105847
564	2.799429242
565	2.798671127
566	2.798264948
567	2.797410692
568	2.796696317
569	2.796030139
570	2.795222823
571	2.79480413
572	2.794315976
573	2.793703317
574	2.792662411
575	2.792032714
576	2.791237023
577	2.790749592
578	2.790170922
579	2.789615716
580	2.788987971
581	2.788272212
582	2.787612699
583	2.786974264
584	2.785946432
585	2.785225161
586	2.784838601
587	2.784122426
588	2.783312737
589	2.782773761
590	2.782260678
591	2.781746917
592	2.78115115
593	2.780113679
594	2.779535724
595	2.779028618
596	2.778048281
597	2.777357542
598	2.777042447
599	2.77643229
600	2.775935892
601	2.775317542
602	2.774974568
603	2.77458411
604	2.773756056
605	2.773138824
606	2.772387374
607	2.771884215
608	2.771276635
609	2.770843585
610	2.769928438
611	2.769522185
612	2.769147068
613	2.768230637
614	2.767669907
615	2.767176961
616	2.766617261
617	2.766170977
618	2.765541369
619	2.764804345
620	2.764115464
621	2.763851247
622	2.762615232
623	2.762070163
624	2.761533669
625	2.760704259
626	2.760154383
627	2.75976014
628	2.759081629
629	2.758604668
630	2.757681618
631	2.757219342
632	2.756767986
633	2.756190024
634	2.755283743
635	2.754722605
636	2.754197046
637	2.753478932
638	2.75207738
639	2.751501263
640	2.751047213
641	2.750537764
642	2.750039842
643	2.749021854
644	2.748282987
645	2.747558171
646	2.7469653
647	2.746449226
648	2.745729866
649	2.744722233
650	2.744026522
651	2.743469181
652	2.742699146
653	2.742086873
654	2.741594513
655	2.741184726
656	2.740616379
657	2.739645386
658	2.739146857
659	2.738168307
660	2.737204109
661	2.736815333
662	2.736266002
663	2.735089461
664	2.734196014
665	2.733670056
666	2.73288572
667	2.732451117
668	2.731616009
669	2.731139302
670	2.730553836
671	2.729885808
672	2.729345474
673	2.728691457
674	2.728045632
675	2.726054804
676	2.725410003
677	2.725115731
678	2.724076529
679	2.723687174
680	2.723181337
681	2.722837444
682	2.721792698
683	2.721464764
684	2.721025989
685	2.720415395
686	2.720025967
687	2.719385564
688	2.718400459
689	2.717236291
690	2.716838509
691	2.716467122
692	2.716028436
693	2.715249004
694	2.714483783
695	2.713218003
696	2.712746812
697	2.712205103
698	2.711847062
699	2.71064153
700	2.710140889
701	2.70974122
702	2.708628533
703	2.707939424
704	2.707116634
705	2.706699734
706	2.706108878
707	2.705674906
708	2.705281546
709	2.704768267
710	2.704142311
711	2.703584078
712	2.703007496
713	2.702519217
714	2.702080354
715	2.701205919
716	2.700764309
717	2.700257813
718	2.699798535
719	2.699508561
720	2.698462675
721	2.697821474
722	2.697226432
723	2.696234837
724	2.695745256
725	2.695310806
726	2.694877066
727	2.693900902
728	2.69370163
729	2.693138254
730	2.692725529
731	2.692426864
732	2.692042355
733	2.691523683
734	2.690822879
735	2.689450811
736	2.689021195
737	2.688654247
738	2.68816698
739	2.687581039
740	2.687209571
741	2.686109675
742	2.685762363
743	2.685410968
744	2.684866365
745	2.684161299
746	2.683731465
747	2.683167401
748	2.682573164
749	2.682278825
750	2.681626045
751	2.681273011
752	2.680712327
753	2.680326054
754	2.679776017
755	2.678471003
756	2.678088293
757	2.677810619
758	2.67731
759	2.676871916
760	2.676349825
761	2.676097722
762	2.675512676
763	2.674996504
764	2.674572559
765	2.673864022
766	2.673294121
767	2.672970691
768	2.672703224
769	2.672373238
770	2.67186647
771	2.671598445
772	2.671168696
773	2.670761283
774	2.670227516
775	2.669721645
776	2.668989282
777	2.668603104
778	2.66772969
779	2.667301371
780	2.666941916
781	2.666684259
782	2.66587853
783	2.665203915
784	2.66454487
785	2.664103039
786	2.663673101
787	2.662380369
788	2.661984824
789	2.661734258
790	2.661387924
791	2.659640721
792	2.659187649
793	2.658938335
794	2.658341566
795	2.65765983
796	2.657276672
797	2.656761913
798	2.656268831
799	2.655893921
800	2.655437068
801	2.655028361
802	2.654788486
803	2.65438329
804	2.654033592
805	2.653434659
806	2.653006552
807	2.652578162
808	2.652207975
809	2.651685695
810	2.650980969
811	2.650654251
812	2.650238272
813	2.649867146
814	2.64955075
815	2.649155302
816	2.648706385
817	2.648249024
818	2.648016844
819	2.64776686
820	2.647518307
821	2.646957029
822	2.646539301
823	2.645899848
824	2.645595164
825	2.645295063
826	2.644893289
827	2.644642261
828	2.644310304
829	2.643986697
830	2.643716765
831	2.643289102
832	2.642829334
833	2.641662435
834	2.641280069
835	2.64047607
836	2.63979214
837	2.639478095
838	2.639041275
839	2.638626761
840	2.638372678
841	2.637894275
842	2.637602202
843	2.637019307
844	2.636788747
845	2.636564206
846	2.636155528
847	2.635298957
848	2.63476045
849	2.63422876
850	2.633589046
851	2.632958819
852	2.632520021
853	2.632090929
854	2.631691469
855	2.631320798
856	2.631082405
857	2.6308084
858	2.629556435
859	2.629227507
860	2.628945416
861	2.628211768
862	2.627402652
863	2.626531559
864	2.626159189
865	2.625395419
866	2.624904939
867	2.624406538
868	2.623990594
869	2.62362188
870	2.623328574
871	2.622895108
872	2.622486152
873	2.622255824
874	2.621879245
875	2.621595899
876	2.62090723
877	2.620462077
878	2.62017312
879	2.619731957
880	2.619423095
881	2.619062483
882	2.618701084
883	2.618467611
884	2.617751
885	2.617445587
886	2.616949101
887	2.616667012
888	2.615984359
889	2.615593347
890	2.615255493
891	2.615093243
892	2.614588832
893	2.614275912
894	2.614028125
895	2.613784315
896	2.613350867
897	2.613026803
898	2.612202365
899	2.611806264
900	2.611441127
901	2.611074053
902	2.610828125
903	2.610365924
904	2.609822054
905	2.608810322
906	2.608459269
907	2.608093901
908	2.60790041
909	2.607625285
910	2.607077325
911	2.606608787
912	2.606217314
913	2.605835719
914	2.60551202
915	2.605183839
916	2.604952725
917	2.6045831
918	2.604218182
919	2.6039237
920	2.603666748
921	2.603420383
922	2.603146469
923	2.602832185
924	2.602468233
925	2.602241951
926	2.601848522
927	2.601579255
928	2.600925768
929	2.600656202
930	2.600330475
931	2.600000602
932	2.599826049
933	2.599396279
934	2.599133206
935	2.598885849
936	2.598536024
937	2.598164935
938	2.597901739
939	2.597412113
940	2.596914514
941	2.596666849
942	2.59644013
943	2.596214843
944	2.595557035
945	2.595347848
946	2.594285464
947	2.593727989
948	2.59343989
949	2.593214783
950	2.592646224
951	2.592420566
952	2.592137734
953	2.591924489
954	2.591770534
955	2.591439903
956	2.591159037
957	2.590713737
958	2.590523453
959	2.590347725
960	2.589694505
961	2.589474336
962	2.589057317
963	2.588598287
964	2.58841276
965	2.588060202
966	2.587783397
967	2.587612677
968	2.587434241
969	2.587264403
970	2.587000984
971	2.586839092
972	2.586136526
973	2.585705118
974	2.585367532
975	2.585233934
976	2.585042102
977	2.5846679
978	2.584252066
979	2.583975558
980	2.583685775
981	2.583213533
982	2.582962186
983	2.582593051
984	2.582275213
985	2.582112377
986	2.581854088
987	2.581709172
988	2.581302834
989	2.580618569
990	2.580145353
991	2.579760063
992	2.579559945
993	2.5792811
994	2.578463075
995	2.578185096
996	2.577800052
997	2.577549393
998	2.577224467
999	2.576962589
1000	2.576387756
1001	2.576119913
1002	2.575816791
1003	2.575574746
1004	2.575399291
1005	2.575108994
1006	2.574219466
1007	2.574007061
1008	2.573752689
1009	2.573514826
1010	2.573313418
1011	2.573129993
1012	2.572664226
1013	2.571945511
1014	2.571770959
1015	2.571406948
1016	2.571063904
1017	2.57079318
1018	2.570402936
1019	2.569875453
1020	2.569589698
1021	2.569286866
1022	2.568128285
1023	2.567669194
1024	2.56725886
1025	2.567013159
1026	2.566845839
1027	2.566482266
1028	2.56631296
1029	2.565906063
1030	2.565713811
1031	2.565489687
1032	2.565111449
1033	2.56496655
1034	2.564689266
1035	2.564092872
1036	2.563804288
1037	2.563580826
1038	2.563402425
1039	2.562931169
1040	2.56270468
1041	2.562138475
1042	2.56176313
1043	2.561496495
1044	2.561114248
1045	2.560952321
1046	2.560698747
1047	2.560467507
1048	2.559710938
1049	2.559531327
1050	2.559312823
1051	2.559113731
1052	2.558653375
1053	2.558379926
1054	2.55807588
1055	2.557795976
1056	2.557054756
1057	2.556899498
1058	2.556558925
1059	2.556225167
1060	2.555671047
1061	2.555160001
1062	2.554886606
1063	2.554684858
1064	2.554211239
1065	2.554095651
1066	2.553677685
1067	2.55309448
1068	2.552851196
1069	2.552666587
1070	2.552509692
1071	2.551771841
1072	2.551385891
1073	2.550860877
1074	2.550466492
1075	2.549893485
1076	2.549432038
1077	2.549072295
1078	2.548688043
1079	2.548480127
1080	2.54790555
1081	2.547669473
1082	2.547172608
1083	2.546451534
1084	2.546121088
1085	2.545346827
1086	2.545198402
1087	2.544995756
1088	2.544757054
1089	2.544372731
1090	2.544124591
1091	2.543969849
1092	2.543740564
1093	2.543542542
1094	2.543297501
1095	2.542753937
1096	2.542580447
1097	2.542329369
1098	2.542179976
1099	2.541901711
1100	2.541473761
1101	2.541348412
1102	2.540831423
1103	2.54006523
1104	2.539785009
1105	2.53918344
1106	2.538800329
1107	2.538424425
1108	2.537869253
1109	2.537212177
1110	2.53709092
1111	2.536311326
1112	2.536120535
1113	2.535712587
1114	2.534987691
1115	2.534465767
1116	2.534273266
1117	2.533929461
1118	2.533684023
1119	2.53344885
1120	2.533275217
1121	2.532830198
1122	2.532206076
1123	2.531902108
1124	2.531719187
1125	2.531617231
1126	2.531230267
1127	2.531017413
1128	2.5307812
1129	2.530286909
1130	2.529910688
1131	2.529720515
1132	2.529508276
1133	2.529429307
1134	2.529235811
1135	2.52852597
1136	2.528187667
1137	2.527544284
1138	2.527192113
1139	2.526826714
1140	2.526425206
1141	2.526245801
1142	2.526093695
1143	2.525587383
1144	2.525230018
1145	2.525048598
1146	2.524453533
1147	2.524240694
1148	2.523802185
1149	2.523379005
1150	2.52272631
1151	2.522226936
1152	2.521558999
1153	2.521324617
1154	2.520693593
1155	2.52012954
1156	2.5197116
1157	2.519437667
1158	2.519006904
1159	2.518771244
1160	2.518140272
1161	2.517975468
1162	2.517480942
1163	2.517303332
1164	2.51679235
1165	2.516535613
1166	2.516150607
1167	2.515788841
1168	2.515214921
1169	2.514612521
1170	2.513839861
1171	2.513670435
1172	2.513056332
1173	2.512729673
1174	2.512176246
1175	2.511857511
1176	2.511636671
1177	2.511532883
1178	2.510962328
1179	2.51042053
1180	2.51018062
1181	2.509897135
1182	2.509618351
1183	2.509293946
1184	2.509132283
1185	2.509040665
1186	2.508565381
1187	2.507941747
1188	2.507568837
1189	2.507299913
1190	2.506870709
1191	2.506459919
1192	2.506112534
1193	2.505949715
1194	2.505419596
1195	2.504898803
1196	2.504728728
1197	2.504570648
1198	2.504278356
1199	2.504069393
1200	2.50372004
1201	2.503501098
1202	2.502995239
1203	2.502686882
1204	2.501971132
1205	2.50149638
1206	2.50113908
1207	2.500968331
1208	2.500624678
1209	2.500502938
1210	2.500137875
1211	2.499946988
1212	2.49956787
1213	2.499382779
1214	2.498760067
1215	2.498624565
1216	2.49836939
1217	2.49792333
1218	2.497542692
1219	2.4973849
1220	2.497138847
1221	2.496943328
1222	2.496264013
1223	2.495901312
1224	2.495691862
1225	2.495303532
1226	2.494947776
1227	2.494700734
1228	2.494426652
1229	2.494242659
1230	2.493978081
1231	2.493325155
1232	2.493132581
1233	2.492545788
1234	2.49226586
1235	2.492102484
1236	2.49177813
1237	2.490959129
1238	2.490785972
1239	2.490527637
1240	2.490156595
1241	2.489880323
1242	2.489740812
1243	2.489256143
1244	2.48894152
1245	2.488777356
1246	2.48868486
1247	2.488548485
1248	2.488016487
1249	2.487646302
1250	2.48748411
1251	2.486973553
1252	2.486683117
1253	2.486583454
1254	2.48622061
1255	2.486067993
1256	2.485268309
1257	2.485000433
1258	2.484810033
1259	2.484517726
1260	2.484043654
1261	2.483729788
1262	2.483457336
1263	2.483110366
1264	2.482621335
1265	2.482492093
1266	2.482081818
1267	2.481846169
1268	2.481286797
1269	2.481039918
1270	2.480727394
1271	2.480257859
1272	2.479838776
1273	2.479712363
1274	2.479475487
1275	2.479256468
1276	2.479052057
1277	2.478908142
1278	2.478767441
1279	2.47855785
1280	2.478315771
1281	2.478003797
1282	2.477620688
1283	2.477401418
1284	2.476809374
1285	2.476700037
1286	2.476517851
1287	2.476357217
1288	2.476008012
1289	2.475827245
1290	2.47560979
1291	2.475460847
1292	2.475230046
1293	2.475050116
1294	2.474309824
1295	2.473708172
1296	2.473327699
1297	2.473151407
1298	2.472830524
1299	2.47259029
1300	2.472345666
1301	2.472158856
1302	2.472004711
1303	2.471864336
1304	2.471651661
1305	2.470739158
1306	2.470261502
1307	2.470066751
1308	2.469812775
1309	2.469458169
1310	2.468984921
1311	2.468741728
1312	2.468647689
1313	2.468347057
1314	2.46769223
1315	2.467161759
1316	2.466805495
1317	2.466675415
1318	2.4665445
1319	2.466313009
1320	2.466152073
1321	2.465645359
1322	2.465369094
1323	2.464852033
1324	2.464547616
1325	2.464114794
1326	2.464007801
1327	2.463883258
1328	2.463566733
1329	2.463422741
1330	2.463112885
1331	2.462931117
1332	2.462753141
1333	2.462625292
1334	2.462462429
1335	2.462358964
1336	2.462178474
1337	2.461946949
1338	2.461414799
1339	2.461270513
1340	2.461007004
1341	2.460805311
1342	2.460591277
1343	2.46018016
1344	2.459984714
1345	2.459630735
1346	2.459475099
1347	2.45917004
1348	2.45901748
1349	2.458563073
1350	2.458366602
1351	2.458281048
1352	2.458197987
1353	2.458002506
1354	2.457685397
1355	2.457294831
1356	2.456905405
1357	2.45665349
1358	2.455794851
1359	2.455639635
1360	2.455465283
1361	2.454654481
1362	2.454326133
1363	2.454273426
1364	2.453475199
1365	2.453316065
1366	2.45316675
1367	2.452913591
1368	2.452766792
1369	2.452355386
1370	2.451963078
1371	2.451865542
1372	2.451593376
1373	2.451058158
1374	2.450650307
1375	2.450453197
1376	2.45022432
1377	2.450088078
1378	2.449464152
1379	2.449170115
1380	2.44875771
1381	2.448176959
1382	2.447986043
1383	2.4477847
1384	2.447690823
1385	2.447525189
1386	2.447037384
1387	2.446467824
1388	2.446271346
1389	2.446192713
1390	2.446014789
1391	2.445703344
1392	2.445207133
1393	2.445063235
1394	2.444632995
1395	2.444266273
1396	2.444031331
1397	2.44393466
1398	2.443595249
1399	2.443459827
1400	2.443336974
1401	2.443189097
1402	2.442850826
1403	2.442769629
1404	2.442576288
1405	2.442118898
1406	2.44195692
1407	2.441502913
1408	2.441272113
1409	2.441165708
1410	2.440862243
1411	2.440582831
1412	2.440204631
1413	2.439700461
1414	2.439500079
1415	2.439317423
1416	2.43919503
1417	2.438777574
1418	2.438585154
1419	2.438254649
1420	2.438062007
1421	2.43778699
1422	2.437613531
1423	2.437301899
1424	2.437011079
1425	2.436877375
1426	2.436721364
1427	2.436194579
1428	2.435865131
1429	2.435566002
1430	2.435421495
1431	2.435129892
1432	2.434768465
1433	2.434351197
1434	2.43384542
1435	2.433263852
1436	2.433170657
1437	2.433036902
1438	2.432346574
1439	2.431723412
1440	2.431592401
1441	2.431306319
1442	2.431013286
1443	2.43076677
1444	2.430321591
1445	2.430101725
1446	2.429631126
1447	2.429464736
1448	2.429192444
1449	2.428834219
1450	2.428704233
1451	2.428435287
1452	2.428351417
1453	2.428073265
1454	2.427846835
1455	2.427722612
1456	2.427402219
1457	2.427219007
1458	2.426891976
1459	2.426631598
1460	2.42634669
1461	2.426034137
1462	2.425931708
1463	2.425591464
1464	2.425286717
1465	2.425103514
1466	2.424862762
1467	2.424734534
1468	2.424343581
1469	2.424022833
1470	2.423643905
1471	2.423459698
1472	2.423176078
1473	2.423062019
1474	2.422721291
1475	2.422465948
1476	2.422110672
1477	2.421817948
1478	2.421611064
1479	2.421293562
1480	2.421179355
1481	2.42077804
1482	2.420398008
1483	2.420206283
1484	2.419992227
1485	2.419861538
1486	2.419543388
1487	2.419415225
1488	2.419256569
1489	2.418850703
1490	2.418731568
1491	2.418490081
1492	2.418200796
1493	2.41762521
1494	2.417477665
1495	2.417160282
1496	2.416955854
1497	2.41676672
1498	2.416652303
1499	2.416084024
1500	2.415934502
1501	2.415546306
1502	2.415439276
1503	2.415235467
1504	2.414951599
1505	2.414697801
1506	2.414511011
1507	2.414137511
1508	2.41387852
1509	2.413770631
1510	2.413612871
1511	2.413275734
1512	2.413171456
1513	2.412747186
1514	2.412192481
1515	2.411968025
1516	2.411672165
1517	2.411517674
1518	2.411317615
1519	2.411176562
1520	2.410794399
1521	2.410685735
1522	2.410230877
1523	2.410073446
1524	2.409855502
1525	2.409634007
1526	2.409309415
1527	2.408824425
1528	2.408504768
1529	2.408210675
1530	2.407864788
1531	2.407729636
1532	2.4075328
1533	2.407325672
1534	2.406859619
1535	2.406749066
1536	2.406582094
1537	2.406432963
1538	2.406324434
1539	2.40608095
1540	2.405770634
1541	2.405400275
1542	2.405176155
1543	2.404911465
1544	2.4043908
1545	2.404095144
1546	2.403980938
1547	2.403844437
1548	2.403588089
1549	2.403304524
1550	2.402742768
1551	2.402389731
1552	2.402203603
1553	2.402051785
1554	2.401963412
1555	2.401861969
1556	2.401595659
1557	2.401479676
1558	2.400646948
1559	2.40011122
1560	2.399564454
1561	2.39902704
1562	2.398804842
1563	2.398519686
1564	2.398208151
1565	2.397915231
1566	2.397412168
1567	2.397176386
1568	2.396631736
1569	2.396259984
1570	2.396035043
1571	2.395802135
1572	2.395674443
1573	2.395252783
1574	2.395115959
1575	2.394862989
1576	2.394736822
1577	2.394590609
1578	2.394199507
1579	2.393787112
1580	2.393554199
1581	2.393440379
1582	2.393005343
1583	2.392437177
1584	2.392208352
1585	2.392096502
1586	2.391666268
1587	2.391529967
1588	2.391198429
1589	2.391122657
1590	2.391043442
1591	2.390907253
1592	2.390716594
1593	2.390191222
1594	2.389988728
1595	2.38976925
1596	2.389593197
1597	2.389444164
1598	2.389133498
1599	2.3887509
1600	2.388285015
1601	2.388154753
1602	2.387741308
1603	2.387678542
1604	2.387505665
1605	2.387261921
1606	2.387038958
1607	2.386833341
1608	2.386620488
1609	2.386469784
1610	2.386158448
1611	2.385823615
1612	2.385750562
1613	2.385553437
1614	2.385306755
1615	2.384973728
1616	2.384847079
1617	2.384632774
1618	2.384508894
1619	2.384376402
1620	2.384005663
1621	2.38388616
1622	2.383654418
1623	2.383406152
1624	2.383368076
1625	2.383232613
1626	2.383156238
1627	2.383081908
1628	2.382985827
1629	2.382701003
1630	2.382197913
1631	2.382111322
1632	2.381981617
1633	2.381471635
1634	2.381351438
1635	2.381038059
1636	2.38093184
1637	2.380775925
1638	2.380564551
1639	2.380405559
1640	2.380231511
1641	2.380089424
1642	2.37975886
1643	2.379640536
1644	2.379348186
1645	2.379050599
1646	2.378718881
1647	2.378586115
1648	2.378459109
1649	2.377892171
1650	2.377590332
1651	2.37736743
1652	2.377264046
1653	2.37689211
1654	2.376715898
1655	2.376614037
1656	2.376524562
1657	2.37613415
1658	2.376016035
1659	2.375955426
1660	2.375792668
1661	2.375655389
1662	2.375321155
1663	2.375122578
1664	2.374989818
