iter	MAE
1665	2.374885684
1666	2.374818208
1667	2.37461638
1668	2.374446767
1669	2.374191863
1670	2.373937435
1671	2.373602524
1672	2.373488496
1673	2.373312187
1674	2.373216014
1675	2.373078489
1676	2.37258803
1677	2.372438749
1678	2.372326978
1679	2.372087161
1680	2.371881471
1681	2.371736562
1682	2.371512074
1683	2.371313435
1684	2.370978805
1685	2.370903404
1686	2.370861006
1687	2.370663255
1688	2.37018582
1689	2.36971749
1690	2.369445594
1691	2.369241974
1692	2.36917733
1693	2.369012698
1694	2.368889616
1695	2.368748329
1696	2.368485953
1697	2.367942772
1698	2.367564077
1699	2.367325613
1700	2.3672186
1701	2.367093075
1702	2.366750837
1703	2.366629815
1704	2.366531536
1705	2.366392583
1706	2.366259249
1707	2.365745627
1708	2.365593296
1709	2.365426001
1710	2.365158879
1711	2.364934431
1712	2.364811999
1713	2.364697107
1714	2.364246732
1715	2.364176972
1716	2.364020309
1717	2.363856834
1718	2.363703554
1719	2.363209258
1720	2.363132941
1721	2.363063845
1722	2.362811971
1723	2.36265887
1724	2.362537624
1725	2.362292446
1726	2.362190825
1727	2.36193732
1728	2.361655769
1729	2.361319062
1730	2.361138286
1731	2.36107133
1732	2.360745873
1733	2.360567247
1734	2.360368996
1735	2.360039194
1736	2.359726525
1737	2.359563926
1738	2.359118065
1739	2.358957422
1740	2.358524226
1741	2.358202841
1742	2.357750242
1743	2.357468015
1744	2.357363529
1745	2.35715884
1746	2.3568733
1747	2.35664103
1748	2.356558566
1749	2.356393286
1750	2.35621808
1751	2.35572698
1752	2.35552648
1753	2.355309024
1754	2.355196963
1755	2.355120715
1756	2.354689062
1757	2.35425738
1758	2.354097974
1759	2.35386527
1760	2.353799597
1761	2.353652335
1762	2.353499916
1763	2.353362633
1764	2.353164228
1765	2.352980277
1766	2.352923553
1767	2.352839166
1768	2.352657706
1769	2.352470074
1770	2.351963809
1771	2.351880415
1772	2.351446301
1773	2.351306295
1774	2.350823907
1775	2.350576556
1776	2.350512416
1777	2.350340794
1778	2.349914597
1779	2.349768397
1780	2.349623079
1781	2.349330943
1782	2.349136912
1783	2.348627082
1784	2.348535723
1785	2.348394062
1786	2.348327518
1787	2.348257829
1788	2.347955583
1789	2.34787255
1790	2.347620556
1791	2.347501535
1792	2.347435298
1793	2.347058027
1794	2.346722607
1795	2.346474536
1796	2.346299724
1797	2.346046062
1798	2.34581311
1799	2.345739292
1800	2.34558364
1801	2.34526263
1802	2.344901005
1803	2.344590565
1804	2.344407921
1805	2.344033256
1806	2.343864459
1807	2.343678435
1808	2.343245979
1809	2.343159229
1810	2.343074148
1811	2.342973386
1812	2.342687124
1813	2.342565327
1814	2.342298397
1815	2.342033916
1816	2.341958925
1817	2.341401926
1818	2.341307916
1819	2.341155438
1820	2.340662479
1821	2.340313948
1822	2.339853457
1823	2.33937141
1824	2.339140935
1825	2.3388636
1826	2.338695508
1827	2.338611015
1828	2.338499468
1829	2.337948896
1830	2.337707325
1831	2.33763698
1832	2.337370353
1833	2.337141563
1834	2.337027029
1835	2.336888802
1836	2.336823343
1837	2.336404745
1838	2.336050922
1839	2.335752628
1840	2.335682586
1841	2.335414616
1842	2.335256731
1843	2.335102716
1844	2.334869026
1845	2.334750314
1846	2.334098021
1847	2.333906361
1848	2.333376282
1849	2.33324619
1850	2.332837895
1851	2.332720874
1852	2.332517611
1853	2.332329791
1854	2.331688352
1855	2.331577446
1856	2.331267612
1857	2.331068463
1858	2.330835791
1859	2.330724496
1860	2.330588888
1861	2.330358108
1862	2.330047779
1863	2.329893064
1864	2.32954474
1865	2.329481639
1866	2.329092312
1867	2.328644284
1868	2.328469716
1869	2.328176446
1870	2.328125163
1871	2.327654388
1872	2.326819105
1873	2.326534013
1874	2.326363677
1875	2.326229407
1876	2.326049884
1877	2.325880463
1878	2.325646574
1879	2.325395253
1880	2.324961201
1881	2.324910436
1882	2.324750645
1883	2.324568222
1884	2.324251443
1885	2.324075816
1886	2.323577958
1887	2.323436685
1888	2.323249627
1889	2.322954057
1890	2.322654679
1891	2.322620832
1892	2.322463749
1893	2.322055599
1894	2.32198302
1895	2.321835015
1896	2.321571931
1897	2.321394468
1898	2.321244681
1899	2.321131846
1900	2.320743601
1901	2.320500625
1902	2.320408945
1903	2.320267898
1904	2.320117988
1905	2.319751639
1906	2.319480007
1907	2.319373226
1908	2.319250028
1909	2.31897834
1910	2.318809253
1911	2.318380991
1912	2.318209132
1913	2.317826454
1914	2.317752121
1915	2.31738409
1916	2.317308708
1917	2.316956867
1918	2.316829686
1919	2.316728521
1920	2.316630408
1921	2.316466618
1922	2.316315292
1923	2.316171872
1924	2.316070023
1925	2.315791749
1926	2.315741048
1927	2.315680717
1928	2.315295235
1929	2.314993764
1930	2.314735694
1931	2.314547301
1932	2.314441973
1933	2.314205764
1934	2.313934801
1935	2.313883798
1936	2.31367307
1937	2.313449576
1938	2.313075941
1939	2.312913389
1940	2.312848269
1941	2.312622746
1942	2.312222137
1943	2.311879885
1944	2.311769298
1945	2.311658342
1946	2.311491553
1947	2.311182563
1948	2.311034422
1949	2.310884377
1950	2.310624408
1951	2.310338197
1952	2.309884662
1953	2.309673351
1954	2.309583139
1955	2.309457149
1956	2.30918036
1957	2.308937132
1958	2.308833381
1959	2.308739328
1960	2.308670764
1961	2.308608061
1962	2.308015046
1963	2.30760945
1964	2.307351828
1965	2.307215407
1966	2.306974492
1967	2.306908794
1968	2.306772652
1969	2.306421654
1970	2.306317948
1971	2.306003385
1972	2.305700373
1973	2.305511638
1974	2.305427554
1975	2.305302299
1976	2.305153777
1977	2.305068612
1978	2.304810967
1979	2.304344343
1980	2.304176537
1981	2.304051484
1982	2.30386015
1983	2.303608723
1984	2.303537856
1985	2.303148546
1986	2.302850829
1987	2.302784308
1988	2.302345264
1989	2.30219449
1990	2.30209569
1991	2.301723723
1992	2.301341709
1993	2.301140113
1994	2.301047275
1995	2.300875042
1996	2.300600134
1997	2.30022967
1998	2.299826442
1999	2.29972487
2000	2.299410266
2001	2.299158737
2002	2.299073621
2003	2.298745016
2004	2.298532978
2005	2.29818285
2006	2.297991961
2007	2.297700989
2008	2.297358703
2009	2.297007998
2010	2.296869479
2011	2.296626488
2012	2.29638769
2013	2.295919915
2014	2.295466254
2015	2.295339784
2016	2.295246482
2017	2.295063169
2018	2.294950655
2019	2.294386622
2020	2.294105122
2021	2.293974523
2022	2.293856096
2023	2.293794873
2024	2.293656687
2025	2.293512869
2026	2.293309804
2027	2.292833732
2028	2.292222237
2029	2.292080739
2030	2.291878921
2031	2.291797055
2032	2.291466269
2033	2.291250686
2034	2.291180018
2035	2.290964061
2036	2.290901662
2037	2.29086705
2038	2.290702838
2039	2.290311602
2040	2.290255438
2041	2.290191608
2042	2.289977692
2043	2.289683776
2044	2.289437947
2045	2.289075737
2046	2.288955859
2047	2.288744757
2048	2.288574888
2049	2.288374315
2050	2.288157862
2051	2.287541994
2052	2.287222355
2053	2.287011242
2054	2.286859394
2055	2.286628087
2056	2.286449403
2057	2.286366751
2058	2.286252841
2059	2.286122728
2060	2.285949285
2061	2.285632585
2062	2.28546445
2063	2.28528984
2064	2.285126322
2065	2.28486865
2066	2.284764542
2067	2.284465563
2068	2.284309504
2069	2.283933021
2070	2.283761138
2071	2.283716123
2072	2.283525606
2073	2.283417167
2074	2.282988278
2075	2.282672352
2076	2.282609836
2077	2.282424427
2078	2.282268931
2079	2.282149872
2080	2.28173339
2081	2.281424905
2082	2.281098147
2083	2.280911379
2084	2.280697711
2085	2.280487696
2086	2.279868876
2087	2.279688142
2088	2.279562144
2089	2.279469814
2090	2.278982754
2091	2.278638244
2092	2.278600547
2093	2.278414872
2094	2.278107311
2095	2.277850056
2096	2.277643771
2097	2.277324044
2098	2.277211528
2099	2.277033575
2100	2.27683956
2101	2.276410895
2102	2.276321885
2103	2.276200984
2104	2.276112362
2105	2.275851841
2106	2.275798122
2107	2.275686396
2108	2.275567215
2109	2.275474111
2110	2.275338423
2111	2.274998508
2112	2.274806441
2113	2.274696955
2114	2.274371712
2115	2.27425622
2116	2.27411732
2117	2.273900101
2118	2.27381297
2119	2.273506735
2120	2.273199318
2121	2.272757809
2122	2.272622186
2123	2.272438606
2124	2.272013238
2125	2.271931395
2126	2.271547486
2127	2.271426965
2128	2.271338749
2129	2.271213819
2130	2.270936904
2131	2.270760334
2132	2.270564271
2133	2.270312851
2134	2.27016565
2135	2.269772519
2136	2.26940379
2137	2.269282253
2138	2.269115581
2139	2.268876397
2140	2.268637947
2141	2.268537126
2142	2.268265778
2143	2.268106989
2144	2.267802001
2145	2.267556205
2146	2.267384971
2147	2.267053324
2148	2.266774614
2149	2.26669601
2150	2.266622018
2151	2.266451391
2152	2.266291237
2153	2.266226195
2154	2.266089881
2155	2.265859742
2156	2.26578339
2157	2.265544981
2158	2.265300071
2159	2.265222678
2160	2.265039098
2161	2.2648332
2162	2.264542079
2163	2.264381201
2164	2.264167617
2165	2.264126993
2166	2.263952774
2167	2.263889701
2168	2.263691504
2169	2.263321401
2170	2.263185631
2171	2.262841604
2172	2.262511577
2173	2.262455923
2174	2.262137865
2175	2.262046505
2176	2.261965412
2177	2.261785917
2178	2.261667867
2179	2.261213947
2180	2.261144761
2181	2.260849137
2182	2.260650385
2183	2.260622564
2184	2.260337108
2185	2.260082797
2186	2.260012869
2187	2.259913925
2188	2.259849107
2189	2.259706833
2190	2.259585658
2191	2.259513652
2192	2.25944416
2193	2.259046788
2194	2.258866382
2195	2.258606487
2196	2.2582338
2197	2.258113731
2198	2.257930874
2199	2.257883183
2200	2.257775701
2201	2.257601658
2202	2.257471007
2203	2.257081002
2204	2.256979697
2205	2.256681938
2206	2.256560689
2207	2.256325285
2208	2.256045501
2209	2.255893466
2210	2.255603152
2211	2.255405254
2212	2.255223898
2213	2.255000097
2214	2.254844426
2215	2.254776321
2216	2.254468085
2217	2.254160175
2218	2.254092893
2219	2.253945293
2220	2.253731281
2221	2.253559564
2222	2.253418592
2223	2.253081599
2224	2.252955356
2225	2.252650293
2226	2.252547666
2227	2.252320805
2228	2.252040001
2229	2.251894316
2230	2.251522758
2231	2.251469925
2232	2.251334436
2233	2.251164897
2234	2.251072062
2235	2.250950722
2236	2.250600595
2237	2.250532965
2238	2.250152952
2239	2.249934266
2240	2.249775088
2241	2.249663888
2242	2.249598836
2243	2.24946994
2244	2.249385028
2245	2.249351346
2246	2.249249958
2247	2.249141152
2248	2.24910086
2249	2.248950522
2250	2.248714317
2251	2.248628067
2252	2.248516136
2253	2.248346304
2254	2.247999705
2255	2.247866273
2256	2.247654169
2257	2.247477837
2258	2.247360068
2259	2.247003295
2260	2.246783827
2261	2.246638583
2262	2.246577044
2263	2.246483805
2264	2.246425584
2265	2.246274089
2266	2.246236633
2267	2.246062631
2268	2.245927508
2269	2.24583093
2270	2.245606511
2271	2.245313609
2272	2.245160583
2273	2.245112765
2274	2.245028341
2275	2.244947007
2276	2.244881903
2277	2.244672178
2278	2.24461668
2279	2.244580092
2280	2.244528198
2281	2.244297795
2282	2.244083982
2283	2.243967538
2284	2.243701069
2285	2.243428859
2286	2.243351325
2287	2.243106286
2288	2.242831353
2289	2.24268369
2290	2.242380218
2291	2.242215956
2292	2.241909832
2293	2.241604019
2294	2.241475096
2295	2.241040189
2296	2.240904384
2297	2.240709209
2298	2.240660543
2299	2.240435977
2300	2.240213514
2301	2.239966363
2302	2.239843187
2303	2.239437451
2304	2.239331674
2305	2.239179925
2306	2.238986818
2307	2.238832618
2308	2.238694762
2309	2.238574797
2310	2.238467586
2311	2.238051207
2312	2.237934528
2313	2.237831151
2314	2.23747924
2315	2.237376576
2316	2.236980696
2317	2.236876475
2318	2.236719733
2319	2.23667634
2320	2.236464829
2321	2.236264627
2322	2.236139542
2323	2.236054327
2324	2.23583952
2325	2.235586782
2326	2.235486786
2327	2.235378748
2328	2.235262624
2329	2.235222349
2330	2.235121155
2331	2.234891146
2332	2.234582449
2333	2.234309523
2334	2.234115769
2335	2.234062742
2336	2.233764136
2337	2.233660751
2338	2.233530772
2339	2.23347315
2340	2.233337398
2341	2.233144138
2342	2.233016435
2343	2.232737583
2344	2.232622778
2345	2.232344586
2346	2.232182833
2347	2.232101537
2348	2.231777263
2349	2.231613917
2350	2.23118385
2351	2.231077862
2352	2.230759112
2353	2.230606768
2354	2.23050424
2355	2.230382032
2356	2.230270582
2357	2.23020444
2358	2.23011792
2359	2.230091637
2360	2.229705722
2361	2.229532227
2362	2.229314747
2363	2.22922481
2364	2.229130434
2365	2.228988383
2366	2.228945317
2367	2.228886871
2368	2.228772789
2369	2.22848543
2370	2.228341559
2371	2.228020961
2372	2.227965145
2373	2.227904826
2374	2.227839771
2375	2.227737959
2376	2.22744947
2377	2.227364956
2378	2.227077519
2379	2.226919108
2380	2.226747666
2381	2.226668704
2382	2.226499272
2383	2.226125076
2384	2.225798672
2385	2.225099727
2386	2.225027706
2387	2.224932125
2388	2.22478417
2389	2.224666106
2390	2.224507466
2391	2.2244234
2392	2.224218003
2393	2.224112407
2394	2.224042434
2395	2.223719081
2396	2.223615234
2397	2.223488443
2398	2.223390847
2399	2.223220278
2400	2.223094944
2401	2.222945742
2402	2.222652473
2403	2.222539887
2404	2.222229831
2405	2.222139163
2406	2.222017277
2407	2.221928309
2408	2.221626921
2409	2.221527593
2410	2.221184787
2411	2.221121309
2412	2.220978185
2413	2.220916336
2414	2.220843265
2415	2.220755524
2416	2.220576941
2417	2.220069196
2418	2.21965056
2419	2.21948749
2420	2.219260999
2421	2.218880291
2422	2.218579529
2423	2.21849979
2424	2.218324682
2425	2.218246855
2426	2.218143749
2427	2.218027643
2428	2.21790641
2429	2.217789942
2430	2.217508648
2431	2.217415767
2432	2.21717824
2433	2.217031208
2434	2.216925104
2435	2.216784129
2436	2.216498806
2437	2.216344082
2438	2.216230185
2439	2.216079521
2440	2.215970906
2441	2.215790181
2442	2.215662937
2443	2.215565068
2444	2.215462683
2445	2.21530605
2446	2.215006521
2447	2.214946475
2448	2.214633485
2449	2.214422523
2450	2.214270023
2451	2.213938173
2452	2.213850022
2453	2.213816755
2454	2.213706626
2455	2.21344556
2456	2.213020374
2457	2.212821245
2458	2.212588505
2459	2.212471816
2460	2.212389099
2461	2.212349792
2462	2.212262654
2463	2.212148114
2464	2.212073559
2465	2.211967192
2466	2.211893293
2467	2.211802057
2468	2.211721214
2469	2.211406927
2470	2.211233223
2471	2.210929215
2472	2.210819243
2473	2.210786691
2474	2.210637248
2475	2.210605017
2476	2.210442541
2477	2.210316851
2478	2.21020031
2479	2.210145174
2480	2.210044312
2481	2.209946882
2482	2.209828545
2483	2.2095297
2484	2.209466304
2485	2.209404097
2486	2.209142467
2487	2.209033209
2488	2.208946558
2489	2.208784849
2490	2.208498127
2491	2.208163943
2492	2.208052388
2493	2.207806756
2494	2.20759292
2495	2.207482103
2496	2.207245122
2497	2.2069101
2498	2.206725653
2499	2.20659638
2500	2.206459317
2501	2.206348024
2502	2.206118044
2503	2.206073196
2504	2.205950875
2505	2.205762425
2506	2.205358808
2507	2.205291128
2508	2.205151182
2509	2.204892171
2510	2.204737236
2511	2.204590035
2512	2.204250988
2513	2.204122827
2514	2.20383929
2515	2.203757449
2516	2.203670511
2517	2.203281724
2518	2.203014151
2519	2.202638994
2520	2.20252251
2521	2.202385278
2522	2.202312211
2523	2.202238021
2524	2.202158675
2525	2.202009499
2526	2.201796315
2527	2.201707664
2528	2.201538221
2529	2.201480346
2530	2.201427902
2531	2.201122981
2532	2.200933018
2533	2.200851253
2534	2.200750519
2535	2.20065758
2536	2.200580428
2537	2.200306524
2538	2.200199318
2539	2.200100421
2540	2.200043263
2541	2.199943812
2542	2.199884347
2543	2.199632306
2544	2.199181997
2545	2.198804772
2546	2.198719326
2547	2.19846422
2548	2.198172901
2549	2.197910296
2550	2.197809426
2551	2.197728302
2552	2.197574721
2553	2.197473054
2554	2.197205212
2555	2.197165273
2556	2.19683934
2557	2.196753022
2558	2.19662238
2559	2.196509585
2560	2.196201824
2561	2.195875699
2562	2.195786062
2563	2.195715613
2564	2.195633557
2565	2.195560049
2566	2.195457643
2567	2.195379755
2568	2.195266575
2569	2.195157818
2570	2.195022119
2571	2.194824539
2572	2.194330427
2573	2.194242623
2574	2.194184122
2575	2.194057742
2576	2.193751295
2577	2.193654954
2578	2.193608094
2579	2.193338746
2580	2.193240787
2581	2.19300386
2582	2.192895411
2583	2.192772234
2584	2.192457302
2585	2.192297345
2586	2.192226612
2587	2.191865066
2588	2.191782213
2589	2.191730713
2590	2.191503829
2591	2.191404928
2592	2.191326166
2593	2.191169824
2594	2.190923336
2595	2.190817687
2596	2.190595391
2597	2.190471586
2598	2.189815563
2599	2.189487477
2600	2.189216426
2601	2.189118302
2602	2.188934777
2603	2.188836814
2604	2.188695515
2605	2.188595213
2606	2.188497273
2607	2.188281979
2608	2.188214375
2609	2.188171745
2610	2.187974876
2611	2.187883127
2612	2.187582139
2613	2.187455404
2614	2.187314372
2615	2.187145413
2616	2.187079926
2617	2.18702041
2618	2.186939114
2619	2.186704113
2620	2.186450862
2621	2.186356492
2622	2.186253484
2623	2.186110811
2624	2.18604292
2625	2.185927124
2626	2.185882541
2627	2.185726159
2628	2.185440603
2629	2.18538793
2630	2.185290745
2631	2.184999058
2632	2.184942184
2633	2.184837708
2634	2.18461904
2635	2.184343502
2636	2.184095927
2637	2.183776077
2638	2.183410597
2639	2.183029084
2640	2.182759032
2641	2.182593975
2642	2.182416862
2643	2.18229558
2644	2.18191135
2645	2.181754482
2646	2.181675653
2647	2.181637403
2648	2.181529271
2649	2.181320683
2650	2.181129663
2651	2.181071263
2652	2.180845599
2653	2.180714925
2654	2.180655473
2655	2.18043108
2656	2.180381825
2657	2.18025501
2658	2.179975626
2659	2.179829936
2660	2.179748871
2661	2.179510971
2662	2.179225799
2663	2.179146252
2664	2.179087994
2665	2.178807319
2666	2.178495974
2667	2.178438609
2668	2.17818172
2669	2.177921806
2670	2.177657351
2671	2.177494373
2672	2.177393885
2673	2.177083567
2674	2.176878685
2675	2.176705103
2676	2.176612422
2677	2.17657583
2678	2.176431694
2679	2.176319264
2680	2.176049026
2681	2.175699374
2682	2.175509778
2683	2.175248478
2684	2.174976848
2685	2.174837356
2686	2.174716184
2687	2.174512509
2688	2.174381257
2689	2.174272335
2690	2.174113966
2691	2.174044101
2692	2.173784366
2693	2.173573376
2694	2.173391793
2695	2.173363184
2696	2.17308031
2697	2.172983715
2698	2.172947412
2699	2.172828196
2700	2.172681681
2701	2.172597757
2702	2.172415627
2703	2.172359549
2704	2.17226259
2705	2.172148915
2706	2.171851263
2707	2.171621958
2708	2.17141897
2709	2.171352108
2710	2.171200163
2711	2.17095811
2712	2.170666551
2713	2.170570574
2714	2.170472433
2715	2.170360764
2716	2.17029234
2717	2.170047736
2718	2.16997338
2719	2.169843935
2720	2.169711647
2721	2.169600197
2722	2.169333568
2723	2.169235461
2724	2.168942971
2725	2.168678999
2726	2.168466626
2727	2.168272659
2728	2.168131854
2729	2.168065028
2730	2.168021698
2731	2.167930277
2732	2.167892495
2733	2.167813133
2734	2.167690837
2735	2.167530638
2736	2.167454269
2737	2.16732252
2738	2.167261097
2739	2.167113797
2740	2.167021346
2741	2.166687316
2742	2.166409726
2743	2.166315692
2744	2.166272834
2745	2.166166281
2746	2.165944157
2747	2.16578968
2748	2.165424121
2749	2.165178409
2750	2.164968443
2751	2.164722809
2752	2.1645609
2753	2.164419455
2754	2.164184894
2755	2.164093758
2756	2.163766349
2757	2.163626557
2758	2.16353623
2759	2.163321443
2760	2.162970113
2761	2.162721404
2762	2.162518067
2763	2.162408648
2764	2.162120193
2765	2.162023367
2766	2.161799124
2767	2.161692508
2768	2.161299782
2769	2.161192722
2770	2.16108575
2771	2.160907517
2772	2.160585146
2773	2.160321599
2774	2.160255316
2775	2.160182476
2776	2.15998544
2777	2.159774102
2778	2.159641177
2779	2.159554183
2780	2.159438963
2781	2.159381885
2782	2.159157309
2783	2.158838905
2784	2.158763572
2785	2.158620042
2786	2.158353987
2787	2.158111443
2788	2.157863806
2789	2.157641394
2790	2.157400754
2791	2.157329047
2792	2.157286763
2793	2.157202109
2794	2.157123257
2795	2.157030181
2796	2.156902479
2797	2.156830305
2798	2.156734431
2799	2.156487514
2800	2.156255375
2801	2.156127498
2802	2.155987373
2803	2.155935415
2804	2.155708889
2805	2.155488077
2806	2.1554093
2807	2.155240576
2808	2.155155029
2809	2.155095076
2810	2.154925118
2811	2.154706947
2812	2.154609307
2813	2.154282742
2814	2.153970399
2815	2.153890222
2816	2.153699811
2817	2.153674184
2818	2.153624354
2819	2.153423789
2820	2.153267109
2821	2.152902889
2822	2.152673373
2823	2.152589422
2824	2.152131084
2825	2.151900181
2826	2.151886644
2827	2.151846298
2828	2.151807961
2829	2.15174465
2830	2.151552918
2831	2.151467171
2832	2.151411965
2833	2.151244909
2834	2.151180405
2835	2.150905679
2836	2.150826572
2837	2.150768728
2838	2.150657873
2839	2.150353619
2840	2.150212544
2841	2.149969075
2842	2.149629045
2843	2.149483882
2844	2.149296708
2845	2.14924192
2846	2.149189465
2847	2.149152303
2848	2.148978992
2849	2.148843361
2850	2.148684163
2851	2.148422669
2852	2.148235201
2853	2.148134987
2854	2.148075554
2855	2.148015203
2856	2.147911993
2857	2.147747466
2858	2.147569989
2859	2.147396406
2860	2.147313044
2861	2.1472296
2862	2.147118477
2863	2.146898842
2864	2.146626121
2865	2.146520012
2866	2.146303861
2867	2.146235899
2868	2.146038517
2869	2.145617092
2870	2.14554265
2871	2.145233907
2872	2.145167729
2873	2.144903663
2874	2.14484594
2875	2.144760198
2876	2.144535431
2877	2.144498215
2878	2.144288329
2879	2.144100306
2880	2.143879793
2881	2.143841437
2882	2.143467641
2883	2.143294711
2884	2.143118125
2885	2.14263114
2886	2.142522379
2887	2.142461615
2888	2.142296529
2889	2.142259978
2890	2.142219461
2891	2.142043108
2892	2.141919499
2893	2.141622388
2894	2.141536619
2895	2.141178562
2896	2.140959527
2897	2.140794922
2898	2.140627777
2899	2.140495278
2900	2.140188064
2901	2.13994952
2902	2.139818036
2903	2.139711601
2904	2.139597194
2905	2.139522633
2906	2.139302648
2907	2.139216074
2908	2.139194667
2909	2.13901319
2910	2.13879305
2911	2.138634295
2912	2.138393872
2913	2.1380841
2914	2.13783592
2915	2.137773362
2916	2.137607519
2917	2.137535617
2918	2.137222791
2919	2.137120791
2920	2.136994752
2921	2.136932498
2922	2.136835261
2923	2.136669888
2924	2.136617541
2925	2.136563574
2926	2.136373011
2927	2.136013093
2928	2.135783719
2929	2.135739938
2930	2.135593414
2931	2.135484459
2932	2.135450498
2933	2.135238633
2934	2.134909459
2935	2.134851631
2936	2.134784598
2937	2.134721821
2938	2.134614571
2939	2.134555989
2940	2.13451381
2941	2.13436479
2942	2.134318062
2943	2.134028931
2944	2.133910693
2945	2.133652565
2946	2.133435612
2947	2.133378823
2948	2.133301797
2949	2.133021769
2950	2.132959365
2951	2.1327998
2952	2.132734262
2953	2.132632112
2954	2.132384294
2955	2.132267723
2956	2.132098761
2957	2.132061761
2958	2.131990872
2959	2.131943149
2960	2.131882893
2961	2.131822704
2962	2.131717063
2963	2.131633375
2964	2.131353317
2965	2.13111579
2966	2.130947127
2967	2.130914812
2968	2.13075167
2969	2.130697605
2970	2.130494326
2971	2.130368924
2972	2.130327239
2973	2.13021803
2974	2.13001544
2975	2.129861563
2976	2.129789237
2977	2.129724405
2978	2.129537016
2979	2.129501304
2980	2.129385906
2981	2.129321122
2982	2.129196142
2983	2.128977887
2984	2.128924876
2985	2.128750949
2986	2.12853468
2987	2.128460182
2988	2.127865984
2989	2.127820649
2990	2.127723445
2991	2.127558705
2992	2.12746935
2993	2.12741398
2994	2.127321363
2995	2.127273745
2996	2.127238377
2997	2.12691474
2998	2.126729064
2999	2.126544368
3000	2.126420413
3001	2.126390212
3002	2.126322729
3003	2.12626403
3004	2.126222443
3005	2.126146307
3006	2.125991331
3007	2.125898902
3008	2.125805654
3009	2.125615162
3010	2.125514191
3011	2.125349289
3012	2.125095755
3013	2.124988321
3014	2.124928599
3015	2.124748931
3016	2.124633578
3017	2.124615654
3018	2.124567731
3019	2.124454616
3020	2.124370208
3021	2.12433308
3022	2.124209849
3023	2.124007989
3024	2.123918838
3025	2.123762859
3026	2.123579601
3027	2.123485352
3028	2.123056871
3029	2.122910222
3030	2.122854806
3031	2.122683174
3032	2.12242568
3033	2.122378683
3034	2.122235363
3035	2.121964326
3036	2.121833656
3037	2.121800394
3038	2.121713338
3039	2.121570111
3040	2.121394542
3041	2.121192016
3042	2.12100804
3043	2.120912588
3044	2.120660643
3045	2.120587578
3046	2.120301934
3047	2.120227275
3048	2.119967954
3049	2.119805827
3050	2.119615851
3051	2.119574554
3052	2.119542482
3053	2.119508849
3054	2.119231358
3055	2.119088005
3056	2.118957193
3057	2.118778488
3058	2.118684459
3059	2.118585452
3060	2.118278392
3061	2.118237538
3062	2.11816951
3063	2.117967094
3064	2.117759567
3065	2.117504016
3066	2.117286464
3067	2.117264852
3068	2.11722011
3069	2.117139587
3070	2.11701949
3071	2.116761125
3072	2.116697418
3073	2.116612128
3074	2.116535812
3075	2.116406402
3076	2.116123661
3077	2.11606662
3078	2.116043899
3079	2.116004706
3080	2.115941902
3081	2.11578861
3082	2.115699831
3083	2.115671735
3084	2.115604679
3085	2.115494776
3086	2.115407927
3087	2.115036038
3088	2.114994152
3089	2.114901941
3090	2.114790744
3091	2.114761461
3092	2.114350825
3093	2.11408573
3094	2.113955942
3095	2.113813321
3096	2.113646797
3097	2.113528362
3098	2.113410368
3099	2.113332831
3100	2.113245217
3101	2.113032169
3102	2.112926365
3103	2.112897581
3104	2.112629781
3105	2.112548735
3106	2.112350315
3107	2.112004455
3108	2.111795895
3109	2.11175918
3110	2.11169359
3111	2.111458351
3112	2.111319994
3113	2.111253802
3114	2.111144674
3115	2.110873983
3116	2.110643896
3117	2.11057861
3118	2.110488566
3119	2.110416789
3120	2.110350768
3121	2.110083794
3122	2.109884178
3123	2.109823302
3124	2.109401754
3125	2.10934048
3126	2.109307257
3127	2.109232849
3128	2.1090899
3129	2.10899506
3130	2.108890529
3131	2.108851324
3132	2.108813374
3133	2.108732581
3134	2.108696991
3135	2.108569449
3136	2.10827565
3137	2.108233729
3138	2.108050657
3139	2.107935247
3140	2.107764829
3141	2.107500022
3142	2.107311446
3143	2.107150479
3144	2.107113444
3145	2.106871909
3146	2.106803271
3147	2.106772634
3148	2.106630954
3149	2.106571368
3150	2.106441447
3151	2.106030332
3152	2.105833828
3153	2.10577153
3154	2.10573445
3155	2.105645135
3156	2.105453327
3157	2.105429734
3158	2.105352483
3159	2.105293109
3160	2.105206492
3161	2.105124883
3162	2.10508845
3163	2.105043656
3164	2.104988862
3165	2.104909764
3166	2.104756816
3167	2.104723763
3168	2.104676882
3169	2.104538551
3170	2.104363227
3171	2.104079823
3172	2.103990409
3173	2.103832573
3174	2.103542061
3175	2.103471203
3176	2.103273393
3177	2.103007457
3178	2.102907392
3179	2.10283079
3180	2.102742621
3181	2.102654213
3182	2.102459916
3183	2.102383951
3184	2.102318419
3185	2.102228307
3186	2.102205842
3187	2.102138344
3188	2.102095405
3189	2.102016494
3190	2.101904773
3191	2.101855361
3192	2.101685274
3193	2.101627976
3194	2.101549427
3195	2.10148384
3196	2.101335089
3197	2.101123426
3198	2.100864397
3199	2.100795169
3200	2.100695725
3201	2.100459508
3202	2.100410196
3203	2.100365912
3204	2.100315333
3205	2.100124883
3206	2.100084953
3207	2.100001692
3208	2.099846846
3209	2.099768269
3210	2.099714976
3211	2.099631598
3212	2.099587557
3213	2.099503862
3214	2.099411007
3215	2.099283487
3216	2.099077946
3217	2.099053301
3218	2.098995794
